patch_label,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
h12.15+h12.5+h12.4,-0.296875,-1.6875,-1.390625,-468.42105263157896,86,Invoke-WebRequest,3784.ps1,1362__seed_94c9b9d4d0af__invoke_webrequest_alias.ps1,True
h12.15+h12.5+h12.4,-0.296875,-1.328125,-1.03125,-347.3684210526316,87,Invoke-WebRequest,4058.ps1,1362__seed_62bd78f5d825__invoke_webrequest_alias.ps1,True
h12.15+h12.5+h12.4,-0.296875,-0.796875,-0.5,-168.42105263157893,88,Invoke-WebRequest,3104.ps1,1362__seed_e20ff31d1bd4__invoke_webrequest_alias.ps1,True
h12.15+h12.5+h12.4,-0.296875,-1.265625,-0.96875,-326.3157894736842,89,Invoke-WebRequest,896.ps1,1362__seed_c4fb6569b404__invoke_webrequest_alias.ps1,True
