patch_label,pair_count,mean_delta,max_delta,min_delta,flip_rate,mean_base_logit_diff
h0.11+h12.15+h12.5+h12.4,6,-1.2552083333333333,0.0625,-2.796875,0.6666666666666666,0.9192708333333334
