pair_idx,pair_indicator,malicious_filename,n_indicator_tokens,base_logit_diff,ablated_logit_diff,logit_diff_delta,resid_l2_sensitivity,resid_cosine_similarity
32,DownloadFile,fa2y/malicious_samples/eb0b8f27cf64698d40167593c0be5cc7dcb3c2dec4da0ab086632832964c736f.ps1,8,8.4453125,2.71875,-5.7265625,3.310546875,0.91796875
33,DownloadFile,1183.ps1,8,9.21875,2.640625,-6.578125,3.365234375,0.9150390625
34,DownloadFile,1478.ps1,8,6.75,1.8125,-4.9375,3.333984375,0.916015625
35,DownloadFile,fa2y/malicious_samples/c088e1388ebd26f1611e21fb8ff0b4f7a382eafa3a54a8b360a9a9e996cce273.ps1,8,7.296875,2.234375,-5.0625,3.3515625,0.916015625
36,DownloadFile,fa2y/malicious_samples/069971512a08a2f16925382bb25f8143700426f91a23b6e96cd1c4fe591b6ce8.ps1,8,7.78125,2.34375,-5.4375,3.31640625,0.91748046875
37,DownloadFile,fa2y/malicious_samples/4fc676e10c76d22f89c74c994760ab21044c1182366a0a5473b110d631cad6e6.ps1,8,7.90625,2.9375,-4.96875,3.32421875,0.91650390625
38,DownloadFile,1882.ps1,8,7.859375,2.671875,-5.1875,3.345703125,0.916015625
39,DownloadFile,78.ps1,8,7.609375,4.734375,-2.875,3.111328125,0.927734375
40,DownloadFile,fa2y/malicious_samples/908973b4b78b33b5679069c6e4a4532cb6bd8c1aa29ecd4f13bf43121871dbc1-obf-out-obfuscatedast.ps1,8,6.96875,2.0625,-4.90625,3.388671875,0.91357421875
41,DownloadFile,fa2y/malicious_samples/b16915fae19369d88a17a6358e452248110bfa4579f917215b2931adf84959f5.ps1,8,7.234375,5.28125,-1.953125,3.1875,0.92333984375
42,DownloadFile,3262.ps1,8,7.34375,3.875,-3.46875,3.328125,0.9169921875
43,DownloadFile,446.ps1,8,6.5,2.78125,-3.71875,3.333984375,0.9169921875
44,DownloadFile,1724.ps1,8,7.65625,4.4375,-3.21875,3.16015625,0.92578125
45,DownloadFile,2775.ps1,8,6.734375,4.796875,-1.9375,3.19140625,0.923828125
46,DownloadFile,2291.ps1,8,8.5625,4.90625,-3.65625,3.033203125,0.9296875
47,DownloadFile,630.ps1,8,8.7109375,4.375,-4.3359375,3.189453125,0.92138671875
48,DownloadFile,708.ps1,8,8.4765625,4.625,-3.8515625,3.072265625,0.92724609375
49,DownloadFile,fa2y/malicious_samples/28ed8934f9387fde33d2a19029180008efc7572e4427f0e032f13550a3c1039a.ps1,8,8.8046875,4.046875,-4.7578125,3.208984375,0.9208984375
50,DownloadFile,1405.ps1,8,7.8125,1.921875,-5.890625,3.072265625,0.92822265625
51,DownloadFile,2884.ps1,8,3.171875,1.78125,-1.390625,2.59765625,0.9501953125
52,DownloadFile,696.ps1,8,6.6875,4.15625,-2.53125,3.24609375,0.92138671875
53,DownloadFile,fa2y/malicious_samples/00801f96c6b496509c0cb902821bdafdcbba57dedf21af1b895f474f24cbb253.ps1,8,8.0234375,1.96875,-6.0546875,3.119140625,0.92578125
54,DownloadFile,fa2y/malicious_samples/13f4661c1c374af2ad6fc330b948e8e9505caa804a573a6ed3500280a2421d36.ps1,8,9.15625,3.984375,-5.171875,3.25390625,0.91796875
55,DownloadFile,fa2y/malicious_samples/fd362f7b211de390cd673099bd746d4549b3cf2dfcd4d30edf01c1e8aaf8b632.ps1,8,8.796875,4.296875,-4.5,3.271484375,0.91748046875
56,DownloadFile,fa2y/malicious_samples/6a716189d14d2ea0e573633ac9075ede550ab74e55b212820d4edb9415e655dd.ps1,8,8.6640625,3.734375,-4.9296875,3.271484375,0.91748046875
57,DownloadFile,1662.ps1,8,9.3359375,5.3125,-4.0234375,2.919921875,0.93505859375
58,DownloadFile,fa2y/malicious_samples/2a771f819c3acc12bac20d738d66012e2be6ca1dfafac39daee0972d12a52309.ps1,8,9.3515625,4.78125,-4.5703125,3.28125,0.92041015625
59,DownloadFile,fa2y/malicious_samples/ee9db34d2a631ffde5de442538b91f2349c04bbc56ef9a51a9d9121891e2025f.ps1,8,7.328125,4.9375,-2.390625,3.24609375,0.92138671875
60,DownloadFile,fa2y/malicious_samples/eef58f790d1bae1a61be20c145fea11a70c2f028cd4786b86a4952229efefdef.ps1,8,7.171875,5.453125,-1.71875,3.052734375,0.93115234375
61,DownloadFile,1878.ps1,8,7.03125,5.71875,-1.3125,3.09765625,0.9296875
62,DownloadFile,fa2y/malicious_samples/61d9c74e3ceb2ed56d3eacc3564a7e122934e7fe6fda9aef8a47327f4964ef01.ps1,8,2.765625,2.578125,-0.1875,2.375,0.95751953125
63,DownloadFile,1614.ps1,8,7.296875,5.5625,-1.734375,3.044921875,0.931640625
64,DownloadFile,2458.ps1,8,5.140625,4.890625,-0.25,3.205078125,0.92431640625
65,DownloadFile,3425.ps1,8,8.515625,4.75,-3.765625,3.220703125,0.9228515625
66,DownloadFile,3843.ps1,8,7.6875,5.765625,-1.921875,3.04296875,0.9306640625
67,DownloadFile,714.ps1,8,4.921875,5.65625,0.734375,3.142578125,0.9267578125
68,DownloadFile,537.ps1,8,4.921875,5.40625,0.484375,3.201171875,0.9248046875
69,DownloadFile,fa2y/malicious_samples/78410e63ba1777081b11999fc865729fe7810d340b2d54c6ce806e4b1140da00.ps1,8,7.34375,5.59375,-1.75,3.177734375,0.92529296875
70,DownloadFile,1052.ps1,8,6.296875,4.3125,-1.984375,3.16796875,0.92578125
71,DownloadFile,2137.ps1,8,5.59375,5.78125,0.1875,3.193359375,0.923828125
72,DownloadFile,2174.ps1,8,3.75,3.546875,-0.203125,2.369140625,0.95751953125
73,DownloadFile,438.ps1,8,4.5625,5.28125,0.71875,3.15234375,0.92529296875
74,DownloadFile,fa2y/malicious_samples/17986c869474fb98fa38009e9cf3a890a2940911978f7ba190490071210d945d.ps1,8,3.4375,4.78125,1.34375,2.23828125,0.962890625
75,DownloadFile,119.ps1,8,7.1875,5.71875,-1.46875,3.13671875,0.92626953125
76,DownloadFile,355.ps1,8,9.265625,5.296875,-3.96875,3.259765625,0.92041015625
77,DownloadFile,4014.ps1,8,5.125,2.03125,-3.09375,2.341796875,0.95947265625
78,DownloadFile,fa2y/malicious_samples/756c8c6d417ac2fdb1cc3aaf05a1ae94e83836e3ff15444329b8c6e3b1a0a1fd.ps1,8,6.90625,5.765625,-1.140625,3.05859375,0.93115234375
79,DownloadFile,139.ps1,5,2.046875,3.46875,1.421875,1.66796875,0.97900390625
80,DownloadFile,1861.ps1,8,6.0625,4.046875,-2.015625,3.12109375,0.927734375
81,DownloadFile,2312.ps1,8,6.90625,-0.5625,-7.46875,3.189453125,0.923828125
82,DownloadFile,1269.ps1,8,6.625,-0.625,-7.25,3.34765625,0.91552734375
83,DownloadFile,1322.ps1,8,3.78125,3.765625,-0.015625,2.68359375,0.94775390625
84,DownloadFile,2438.ps1,8,2.203125,2.78125,0.578125,2.296875,0.96044921875
85,DownloadFile,fa2y/malicious_samples/fefa951333917fa97d95954c2bca05e0ff4af887f17a0c73e0522f256b8c5431-obf-out-obfuscatedast.ps1,8,3.28125,3.453125,0.171875,2.37109375,0.9580078125
86,DownloadFile,1399.ps1,8,7.5,4.078125,-3.421875,3.04296875,0.92919921875
87,DownloadFile,fa2y/malicious_samples/9f65cac31bf5792dd7f279d61f5576241d425058ef9b72c289cac91f48ae3329.ps1,8,7.296875,4.0,-3.296875,3.03515625,0.92919921875
88,DownloadFile,fa2y/malicious_samples/b0c4041a617c4347ad79749b0da823e642f07d36eeee57e98d467a3950cb10e1.ps1,8,7.9375,4.296875,-3.640625,3.041015625,0.92919921875
89,DownloadFile,1693.ps1,8,7.484375,1.859375,-5.625,2.3515625,0.9580078125
90,DownloadFile,179.ps1,8,5.921875,4.890625,-1.03125,2.26953125,0.9619140625
91,DownloadFile,2294.ps1,8,5.296875,2.78125,-2.515625,2.33203125,0.95849609375
92,DownloadFile,2713.ps1,8,3.328125,4.15625,0.828125,2.2265625,0.962890625
93,DownloadFile,2920.ps1,8,2.46875,4.859375,2.390625,2.181640625,0.9638671875
94,DownloadFile,fa2y/malicious_samples/30a5d1443d7e3e1e4f15af2900ccf25d5631d5475f52a33c93df91076a0e8264.ps1,8,4.265625,3.1875,-1.078125,2.298828125,0.9599609375
95,DownloadFile,fa2y/malicious_samples/bb2fcf0a07ce7797c373c312a48e73d8d27ce6d4086a441398231f02c70d0227.ps1,8,5.640625,5.1875,-0.453125,2.287109375,0.9609375
96,DownloadFile,3426.ps1,8,1.765625,2.515625,0.75,2.359375,0.95751953125
97,DownloadFile,fa2y/malicious_samples/820fb4dfcda98e81a46fd94b2cd0c1d836b21f3a6049496da2e2d2b36fbc43e0.ps1,8,1.84375,2.8125,0.96875,2.625,0.94873046875
98,DownloadFile,1946.ps1,8,5.5,4.671875,-0.828125,3.359375,0.9169921875
99,DownloadFile,fa2y/malicious_samples/2e165edb6b327a9458e15671321fd5cb559aa3dc0b0cc85dff3f57573f055b6b.ps1,8,5.859375,5.296875,-0.5625,2.220703125,0.962890625
100,DownloadFile,fa2y/malicious_samples/b8d5508beb51b47281ed14c07b878a821f09732ff03412c7cf07de000cfb561b.ps1,8,7.390625,4.53125,-2.859375,3.36328125,0.916015625
101,DownloadFile,fa2y/malicious_samples/c8efe9ea75325d965681babd0e363a5f874b98c2462ca9885b6d82145c5ab686.ps1,8,8.28125,4.5625,-3.71875,2.931640625,0.93505859375
102,DownloadFile,3545.ps1,8,4.390625,3.609375,-0.78125,2.232421875,0.96240234375
103,DownloadFile,2227.ps1,8,6.921875,4.140625,-2.78125,2.1953125,0.9638671875
104,DownloadFile,fa2y/malicious_samples/0a42fe953d348fa27afa825371cdcff4339ad4ab197679064a472505ee83baf3.ps1,8,5.25,4.625,-0.625,2.3828125,0.95751953125
105,DownloadFile,fa2y/malicious_samples/c7cfdf42655d6eae22cedd1064c59cc40a299c531b3b8e246a12f8ff29c1fe85.ps1,8,6.375,5.171875,-1.203125,3.17578125,0.92578125
106,DownloadFile,1515.ps1,8,6.453125,4.171875,-2.28125,2.236328125,0.962890625
107,DownloadFile,1839.ps1,8,5.8125,4.265625,-1.546875,2.2109375,0.9638671875
108,DownloadFile,fa2y/malicious_samples/d9f001a517eede146eefa8c4228ed34123e67c62fe68c52dc1b0515f9c1b5b35.ps1,8,5.453125,3.4375,-2.015625,2.244140625,0.9619140625
109,DownloadFile,fa2y/malicious_samples/0e58274ba5b05102c5ebbda053d6ead91e579748dd2ff12898a97018cb30f63e.ps1,8,6.703125,5.890625,-0.8125,2.888671875,0.9375
110,DownloadFile,fa2y/malicious_samples/c462fce03909f9af47a91c1e605543aaa5aca4c4df638e0f49e2d3ce15a1bbbe.ps1,8,5.390625,5.796875,0.40625,2.87890625,0.9375
111,DownloadFile,1011.ps1,8,4.734375,4.75,0.015625,2.1953125,0.9638671875
112,DownloadFile,fa2y/malicious_samples/60d7a22d2d7d01dbe177869e132609812d6efb46e61606a9d4e38cd2074ec58c.ps1,8,1.671875,3.78125,2.109375,2.267578125,0.96142578125
113,DownloadFile,fa2y/malicious_samples/b31a3f035f885235b587fb23c113b7555dcabcf44bd34f89f542e352aa341fd2.ps1,8,3.046875,3.984375,0.9375,2.759765625,0.943359375
114,DownloadFile,1611.ps1,8,1.421875,4.46875,3.046875,2.171875,0.96435546875
115,DownloadFile,4030.ps1,8,5.15625,4.734375,-0.421875,2.259765625,0.96142578125
116,DownloadFile,fa2y/malicious_samples/55268a1ea0d5427ddce703995757ea4f5c5d1e84ffb93d1e46c5dd4f2334c9bd.ps1,8,2.375,3.765625,1.390625,2.390625,0.95751953125
117,DownloadFile,fa2y/malicious_samples/7741d84041c2904a988bf4492beee28bc0556215e02df8476afdc853ee102e14.ps1,8,1.640625,3.203125,1.5625,2.2734375,0.96142578125
118,DownloadFile,fa2y/malicious_samples/bccd308c1363e2e108f38e9cd763bbe80cb5464d1c094981de1b335b747d0f5e.ps1,8,3.953125,4.578125,0.625,2.28515625,0.96044921875
119,DownloadFile,fa2y/malicious_samples/ccd8419ee447ee7c2f52cb27a351dcb77daae51361cc1edae2e5768da436c05f.ps1,8,9.6015625,5.953125,-3.6484375,3.064453125,0.9287109375
120,DownloadFile,fa2y/malicious_samples/13f495346db4ece9ce57f18bd0b098cf4bd1e5c595b533dce58fd830a8ade993.ps1,5,6.8125,7.421875,0.609375,1.3681640625,0.9853515625
121,DownloadFile,fa2y/malicious_samples/8ad2a36c4d15536d982ccbc8dccaae3189f794b301bb9f971b6a96804543a18d.ps1,8,5.84375,5.53125,-0.3125,3.130859375,0.9267578125
122,DownloadFile,fa2y/malicious_samples/8c231e5bf8fd87348cce554a738fca8e3de0c59f10488fb3d8a4a30b87e9e0ae.ps1,8,1.046875,2.65625,1.609375,2.681640625,0.947265625
123,DownloadFile,fa2y/malicious_samples/d2623a0d89ae73e8249fa968427429cef4419adc8d75246df17f743df8fa0305.ps1,8,6.109375,1.765625,-4.34375,3.228515625,0.92041015625
124,DownloadFile,fa2y/malicious_samples/2da43801a01108fac2061352323930e8ac9a133a7ed51519529c29a637371ad6.ps1,8,4.65625,3.015625,-1.640625,2.451171875,0.9541015625
125,DownloadFile,fa2y/malicious_samples/c528a1f560026cdce272cfe1931aa7cb6ea99f55f3597c758d815fd71c600e8d.ps1,8,3.03125,3.921875,0.890625,2.26171875,0.96240234375
126,DownloadFile,fa2y/malicious_samples/c5932f74e85aed639c47fdec7aa98242ef66d187bc2e6faf070fb2fda0a116b0.ps1,8,6.390625,2.140625,-4.25,3.26953125,0.91796875
127,DownloadFile,fa2y/malicious_samples/80c7a53cb5caef2b7119fa32b9553aa84f3b86e11695ec4e42192ba8d5603d56.ps1,8,6.71875,1.453125,-5.265625,3.263671875,0.91796875
128,DownloadFile,fa2y/malicious_samples/4387e1a9aec419849f23201ecc4d4931e7cae61b876531f3af02828e4e2f42ba.ps1,8,8.15625,5.171875,-2.984375,2.099609375,0.966796875
129,DownloadFile,fa2y/malicious_samples/ca78784d2aa3645fc240c636c836930fbfd06a82603db26100065cf12d669353.ps1,8,6.0625,2.03125,-4.03125,3.25390625,0.91796875
130,DownloadFile,fa2y/bazaar_out/dac999815c194b81972a17489349a7ca344172255653211364ade7b79df69436.ps1,5,7.75,7.203125,-0.546875,1.4736328125,0.98291015625
131,DownloadFile,fa2y/malicious_samples/f2f4cc717edaea588fcab6c821532311a5e0f5547ee18a268dd52be4adea418e.ps1,8,4.78125,4.6875,-0.09375,1.978515625,0.970703125
132,DownloadFile,fa2y/malicious_samples/f103a6d3abb48a0536cc1cc84a95d30bca2d95518ad6534aa62d81ea9e738cac.ps1,8,4.6875,4.0,-0.6875,2.205078125,0.962890625
133,DownloadFile,fa2y/malicious_samples/3c87f33d5e61df0c265144748a15a73effc951d62def214a617d304d9f4d6d2d.ps1,8,4.703125,5.171875,0.46875,2.099609375,0.966796875
134,DownloadFile,fa2y/malicious_samples/9311da1ab1efba77e8a9cdc4c5377208cd3ea856aa70792a25d0a6aad65135a2.ps1,8,6.296875,5.5,-0.796875,2.04296875,0.96826171875
135,DownloadFile,fa2y/malicious_samples/fed72bcf1a223ed5754756817a4ca5a21de504e9c05cba4373a98716a7f823b2.ps1,8,0.484375,6.453125,5.96875,2.095703125,0.9658203125
136,DownloadFile,fa2y/malicious_samples/758a7f8168ce5bee94ab3be7b0f49094ebbda49b29bdbf2ddc2fffe9ce00875d.ps1,5,6.296875,7.21875,0.921875,1.4208984375,0.984375
137,DownloadFile,fa2y/malicious_samples/ef03ad13da02deccc6d4953acb6ccb04af0959a2fffcc75282bd0cc62048c764.ps1,5,4.421875,7.890625,3.46875,1.4248046875,0.984375
138,DownloadFile,fa2y/malicious_samples/fe2614f14927177fb7875629ed3de4334d513f4bdc9752bb437a5c826e85f844.ps1,5,4.234375,7.65625,3.421875,1.3955078125,0.98486328125
139,DownloadFile,fa2y/malicious_samples/8dda9183d7180c5cdbf9d9c55eaab049d617d29c507570f7697b3755cb65e3c8.ps1,8,9.2109375,5.25,-3.9609375,2.306640625,0.9599609375
140,DownloadFile,fa2y/malicious_samples/14046a8d79e802c440f1346b51b9f5f87e9ff926c8eb207f70ca2917f5b96710.ps1,8,5.234375,6.609375,1.375,2.150390625,0.9638671875
141,DownloadFile,fa2y/malicious_samples/3118b6908fd7e139fa258a3105d36c5ff06ed33f3602577b25de383c80eb151d.ps1,8,5.65625,3.703125,-1.953125,1.96875,0.96923828125
142,DownloadFile,fa2y/malicious_samples/39d4117948a9751b718a153dcc5141be85361cd0cca19dbdb81d07a12d1f9c1c.ps1,8,7.9375,5.5625,-2.375,1.86328125,0.97265625
143,DownloadFile,fa2y/malicious_samples/5d18a6e0b98f8d1575ea206673cac2a98afc055ed997d08c3c78b184954b9ad4.ps1,8,10.2109375,5.6875,-4.5234375,2.060546875,0.96630859375
144,DownloadFile,fa2y/malicious_samples/9027882008b222d1f45e46c585c78e752df7f757dbdf5cba22c80e535a77ae9b.ps1,8,7.09375,5.1875,-1.90625,1.9580078125,0.97021484375
145,DownloadFile,fa2y/malicious_samples/c6e62b103099faee46421c49f87cf6c852d784ab1f872d739e276faba4255d4b.ps1,8,9.765625,5.859375,-3.90625,2.08984375,0.96533203125
146,DownloadFile,fa2y/malicious_samples/53974967c18c4c4f0a6948c389aaa35f2d5c327d7ee7371bd27a4c4494c350dc.ps1,8,9.578125,5.625,-3.953125,1.94140625,0.97021484375
147,DownloadFile,fa2y/malicious_samples/f150c926cfe5a29f0275f5e2736da8ce9eb5dacd9675fc7966611d6befe64ee7-obf-out-obfuscatedast.ps1,8,10.125,6.640625,-3.484375,1.7783203125,0.974609375
148,DownloadFile,fa2y/malicious_samples/f150c926cfe5a29f0275f5e2736da8ce9eb5dacd9675fc7966611d6befe64ee7.ps1,8,9.8515625,6.6875,-3.1640625,1.7705078125,0.97509765625
149,DownloadFile,fa2y/malicious_samples/75fac86d6599706fed56e03491268d34ac6fb75ef698c75019267399e1f18120.ps1,8,5.921875,3.53125,-2.390625,2.08203125,0.966796875
151,DownloadFile,fa2y/malicious_samples/0e3dc014bf88ec47548e8f7cf58fabc56774bdc627c58ad84de824925f15503a.ps1,8,3.921875,9.109375,5.1875,1.6962890625,0.97607421875
152,DownloadFile,fa2y/bazaar_out/87df321193e439a9785109c5c06952389f3bbc50f85a94bd0c3d49982d572a80.ps1,8,7.515625,8.515625,1.0,2.10546875,0.96484375
153,DownloadFile,fa2y/bazaar_out/d5e824f62021bf489f83526080c047c74eca1dc38eae5a8e8802d8ceceb174a6.ps1,8,7.8359375,7.078125,-0.7578125,1.62109375,0.97900390625
154,DownloadFile,fa2y/bazaar_out/878d4ed48d0358a9fd65e91cae99b5be1f6b536dc140eb42439fe9e3ebb1d828.ps1,8,7.09375,8.953125,1.859375,1.6435546875,0.97900390625
155,DownloadFile,fa2y/malicious_samples/b1433e975626edfe29c5938e834afe4c6c2140bf5a89cdb5f99e6f5179ed22c1.ps1,10,1.34375,4.90625,3.5625,1.6865234375,0.97802734375
156,DownloadFile,fa2y/malicious_samples/74f332a1a8dc9086d1286c22a4d571163d5375b3876c6d95d6877d2221cb3c9d.ps1,16,5.265625,6.5625,1.296875,1.8349609375,0.97314453125
157,DownloadFile,fa2y/malicious_samples/f5970eabcdd2c6d2412e69a5a5bb83a78973fb08434719a3aba900028c376e98.ps1,23,8.015625,9.15625,1.140625,2.884765625,0.9287109375
158,DownloadFile,fa2y/malicious_samples/ea37f37f24769bff5b02516545b4915cf8602d6d2271b07c4bd9a1d0bbff482e.ps1,15,2.8125,5.09375,2.28125,1.017578125,0.99169921875
160,DownloadFile,fa2y/malicious_samples/1a2d540d0b1df9c28285fa09638cef94ff58a65646f7cc60f9e6d307e0b3faf0.ps1,5,10.4921875,9.59375,-0.8984375,0.927734375,0.9931640625
163,DownloadString,450.ps1,7,1.34375,-0.71875,-2.0625,2.3046875,0.9609375
164,DownloadString,3062.ps1,7,4.921875,-0.125,-5.046875,1.890625,0.97216796875
165,DownloadString,338.ps1,7,4.5625,-0.796875,-5.359375,1.9423828125,0.97119140625
167,DownloadString,fa2y/malicious_samples/cc76beb5bcf6880dee2d739a37e218871500d5d610c7989e7371b2594c2d594e.ps1,7,1.59375,-0.609375,-2.203125,1.96484375,0.96923828125
168,DownloadString,3100.ps1,7,0.59375,-0.734375,-1.328125,2.23046875,0.962890625
169,DownloadString,3438.ps1,7,4.421875,-0.53125,-4.953125,1.8232421875,0.9736328125
171,DownloadString,fa2y/malicious_samples/67508635020243fc67eb003f214fc569733988db121516a1571f3c8de2589864.ps1,7,2.171875,-1.140625,-3.3125,2.173828125,0.96435546875
172,DownloadString,fa2y/malicious_samples/f1f2958356c98c4d296a747490c067cc11cd53b2812e5d69846069aef6d9adb6.ps1,8,2.40625,-1.171875,-3.578125,2.05078125,0.9677734375
173,DownloadString,2190.ps1,7,2.28125,-1.375,-3.65625,1.9541015625,0.9716796875
175,DownloadString,fa2y/malicious_samples/fdba92ecb596bc4e8b5cde86b7a791bd7534f2a3f6f6b4c1bb65a51749419bc4.ps1,7,9.421875,7.671875,-1.75,1.5234375,0.98193359375
176,DownloadString,fa2y/malicious_samples/5818b55f0789ac764eb6197cf33ee9e28e52c131f6a6eef3dc766e536d97a8a0.ps1,7,10.078125,10.0390625,-0.0390625,1.7607421875,0.97607421875
177,DownloadString,fa2y/malicious_samples/daef062c241fb8b9f19ec13f89d012758c4ab9e08c717265997848244afc5497.ps1,7,5.765625,5.34375,-0.421875,1.7890625,0.97607421875
179,DownloadString,fa2y/bazaar_out/d0c4413e9a01da6e95b55d7f61e9e55722877e36e5ef2851f3cd7197a075068b.ps1,5,5.921875,1.71875,-4.203125,1.5869140625,0.98046875
180,DownloadString,fa2y/malicious_samples/bd5438684ce7a0ede35925832102491afe85d9014ae11e8462a8883c9b9c0d76.ps1,5,1.9375,1.84375,-0.09375,1.5908203125,0.98046875
181,DownloadString,3084.ps1,7,1.25,6.953125,5.703125,1.896484375,0.9716796875
183,DownloadString,fa2y/malicious_samples/dee24561f292fc7a06ab4d0ed625acd962f297e18b34fca71b734ade5d4eb9f8.ps1,7,6.171875,5.171875,-1.0,1.8125,0.974609375
184,DownloadString,fa2y/bazaar_out/89040ebc43db2d0c79ee6bf4f76ff84675c5c7a812eff45e87606dcf55050494.ps1,17,3.28125,2.71875,-0.5625,2.0390625,0.96875
185,DownloadString,fa2y/malicious_samples/66e616a6db7c652380d71a3ef3a5a920617e12282f3b096fdd9a4b6931332871.ps1,7,3.578125,4.765625,1.1875,2.73046875,0.94384765625
187,DownloadString,fa2y/malicious_samples/cfdd6cb1f474ff9e5a32b8458c85d4e00426ddb444a25268af568fd206e54935.ps1,7,1.578125,2.859375,1.28125,1.6689453125,0.9775390625
188,DownloadString,fa2y/malicious_samples/2286d8a6c28a241bf64d1b2aa13f56b13eca9307fadf867cd46f796036232918.ps1,7,4.703125,3.8125,-0.890625,2.044921875,0.96728515625
191,DownloadString,fa2y/malicious_samples/c96ff921fe8f2a717f5a3b68338f7a9e55f49b80ddbb8f311fd8a8a14bacb3f0.ps1,7,8.6484375,7.609375,-1.0390625,1.978515625,0.9697265625
