layer,head,pair_count,mean_attention_delta,max_attention_delta
0,1,4,0.04141268879175186,0.04141268879175186
0,16,4,0.01781325414776802,0.01781325414776802
0,24,4,0.00841962918639183,0.00841962918639183
0,26,4,0.008123982697725296,0.008123982697725296
0,5,4,0.0072343056090176105,0.0072343056090176105
