layer,head,pair_count,mean_attention_delta,max_attention_delta
0,22,4,0.0006498707225546241,0.0006498707225546241
0,31,4,-1.3802672112900316e-12,-1.3802672112900316e-12
0,29,4,-6.57756231703388e-08,-6.57756231703388e-08
0,14,4,-1.1085503501817584e-06,-1.1085503501817584e-06
0,30,4,-1.6815022263472201e-06,-1.6815022263472201e-06
