layer,head,pair_count,mean_attention_delta,max_attention_delta
0,22,4,0.00042047922033816576,0.00042047922033816576
0,31,4,-2.39831606450025e-05,-2.39831606450025e-05
0,2,4,-6.045009649824351e-05,-6.045009649824351e-05
0,29,4,-9.218664490617812e-05,-9.218664490617812e-05
0,16,4,-0.00012114450510125607,-0.00012114450510125607
