layer,head,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,base_benign_logit_diff,flip_to_benign
12,2,0.6875,0.828125,0.140625,20.454545454545457,57,IEX,1634.ps1,2752.ps1,-3.328125,False
12,15,0.6875,1.078125,0.390625,56.81818181818182,57,IEX,1634.ps1,2752.ps1,-3.328125,False
12,4,0.625,-0.5625,-1.1875,-190.0,58,IEX,1634.ps1,2115.ps1,-3.328125,True
0,11,0.625,0.21875,-0.40625,-65.0,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,5,0.625,0.328125,-0.296875,-47.5,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,2,0.625,0.65625,0.03125,5.0,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,28,0.625,0.65625,0.03125,5.0,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,15,0.625,1.0,0.375,60.0,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,4,0.359375,-0.703125,-1.0625,-295.65217391304344,60,IEX,1634.ps1,784.ps1,-3.328125,True
12,28,0.359375,-0.09375,-0.453125,-126.08695652173914,60,IEX,1634.ps1,784.ps1,-3.328125,True
12,5,0.359375,0.078125,-0.28125,-78.26086956521739,60,IEX,1634.ps1,784.ps1,-3.328125,False
0,11,0.359375,0.375,0.015625,4.3478260869565215,60,IEX,1634.ps1,784.ps1,-3.328125,False
12,2,0.359375,0.46875,0.109375,30.434782608695656,60,IEX,1634.ps1,784.ps1,-3.328125,False
12,15,0.359375,0.703125,0.34375,95.65217391304348,60,IEX,1634.ps1,784.ps1,-3.328125,False
12,4,10.5625,6.546875,-4.015625,-38.01775147928994,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.296875,False
12,28,10.5625,9.65625,-0.90625,-8.579881656804734,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.296875,False
12,5,10.5625,9.6875,-0.875,-8.284023668639055,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.296875,False
0,11,10.5625,10.1484375,-0.4140625,-3.920118343195266,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.296875,False
12,2,10.5625,10.4140625,-0.1484375,-1.4053254437869822,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.296875,False
12,15,10.5625,10.515625,-0.046875,-0.4437869822485207,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.296875,False
12,4,10.5625,8.015625,-2.546875,-24.11242603550296,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.15625,False
12,5,10.5625,9.6171875,-0.9453125,-8.949704142011834,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.15625,False
12,28,10.5625,10.0625,-0.5,-4.733727810650888,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.15625,False
0,11,10.5625,10.390625,-0.171875,-1.6272189349112427,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.15625,False
12,15,10.5625,10.4375,-0.125,-1.183431952662722,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.15625,False
12,2,10.5625,10.5546875,-0.0078125,-0.07396449704142012,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.15625,False
12,4,10.5625,7.9609375,-2.6015625,-24.6301775147929,83,Invoke-WebRequest,3104.ps1,3834.ps1,-2.578125,False
12,5,10.5625,9.65625,-0.90625,-8.579881656804734,83,Invoke-WebRequest,3104.ps1,3834.ps1,-2.578125,False
12,28,10.5625,10.1171875,-0.4453125,-4.215976331360947,83,Invoke-WebRequest,3104.ps1,3834.ps1,-2.578125,False
0,11,10.5625,10.2421875,-0.3203125,-3.032544378698225,83,Invoke-WebRequest,3104.ps1,3834.ps1,-2.578125,False
12,15,10.5625,10.453125,-0.109375,-1.0355029585798818,83,Invoke-WebRequest,3104.ps1,3834.ps1,-2.578125,False
12,2,10.5625,10.5078125,-0.0546875,-0.5177514792899409,83,Invoke-WebRequest,3104.ps1,3834.ps1,-2.578125,False
12,4,10.5625,7.546875,-3.015625,-28.550295857988168,84,Invoke-WebRequest,896.ps1,3834.ps1,-3.25,False
12,5,10.5625,9.546875,-1.015625,-9.615384615384617,84,Invoke-WebRequest,896.ps1,3834.ps1,-3.25,False
12,28,10.5625,9.765625,-0.796875,-7.544378698224852,84,Invoke-WebRequest,896.ps1,3834.ps1,-3.25,False
12,2,10.5625,10.3515625,-0.2109375,-1.9970414201183433,84,Invoke-WebRequest,896.ps1,3834.ps1,-3.25,False
12,15,10.5625,10.375,-0.1875,-1.7751479289940828,84,Invoke-WebRequest,896.ps1,3834.ps1,-3.25,False
0,11,10.5625,10.546875,-0.015625,-0.14792899408284024,84,Invoke-WebRequest,896.ps1,3834.ps1,-3.25,False
12,4,0.171875,-1.515625,-1.6875,-981.8181818181819,86,Invoke-WebRequest,3784.ps1,1362.ps1,-3.296875,True
12,5,0.171875,-0.5,-0.671875,-390.90909090909093,86,Invoke-WebRequest,3784.ps1,1362.ps1,-3.296875,True
12,28,0.171875,-0.328125,-0.5,-290.90909090909093,86,Invoke-WebRequest,3784.ps1,1362.ps1,-3.296875,True
0,11,0.171875,-0.234375,-0.40625,-236.36363636363637,86,Invoke-WebRequest,3784.ps1,1362.ps1,-3.296875,True
12,2,0.171875,0.0,-0.171875,-100.0,86,Invoke-WebRequest,3784.ps1,1362.ps1,-3.296875,True
12,15,0.171875,0.203125,0.03125,18.181818181818183,86,Invoke-WebRequest,3784.ps1,1362.ps1,-3.296875,False
12,4,0.171875,-0.75,-0.921875,-536.3636363636364,87,Invoke-WebRequest,4058.ps1,1362.ps1,-3.15625,True
12,5,0.171875,-0.390625,-0.5625,-327.2727272727273,87,Invoke-WebRequest,4058.ps1,1362.ps1,-3.15625,True
0,11,0.171875,-0.234375,-0.40625,-236.36363636363637,87,Invoke-WebRequest,4058.ps1,1362.ps1,-3.15625,True
12,15,0.171875,-0.125,-0.296875,-172.72727272727272,87,Invoke-WebRequest,4058.ps1,1362.ps1,-3.15625,True
12,28,0.171875,0.015625,-0.15625,-90.9090909090909,87,Invoke-WebRequest,4058.ps1,1362.ps1,-3.15625,False
12,2,0.171875,0.234375,0.0625,36.36363636363637,87,Invoke-WebRequest,4058.ps1,1362.ps1,-3.15625,False
12,4,0.171875,-0.53125,-0.703125,-409.09090909090907,88,Invoke-WebRequest,3104.ps1,1362.ps1,-2.578125,True
0,11,0.171875,-0.34375,-0.515625,-300.0,88,Invoke-WebRequest,3104.ps1,1362.ps1,-2.578125,True
12,5,0.171875,-0.25,-0.421875,-245.45454545454547,88,Invoke-WebRequest,3104.ps1,1362.ps1,-2.578125,True
12,28,0.171875,0.09375,-0.078125,-45.45454545454545,88,Invoke-WebRequest,3104.ps1,1362.ps1,-2.578125,False
12,15,0.171875,0.140625,-0.03125,-18.181818181818183,88,Invoke-WebRequest,3104.ps1,1362.ps1,-2.578125,False
12,2,0.171875,0.140625,-0.03125,-18.181818181818183,88,Invoke-WebRequest,3104.ps1,1362.ps1,-2.578125,False
12,4,0.171875,-0.734375,-0.90625,-527.2727272727273,89,Invoke-WebRequest,896.ps1,1362.ps1,-3.25,True
12,5,0.171875,-0.34375,-0.515625,-300.0,89,Invoke-WebRequest,896.ps1,1362.ps1,-3.25,True
12,15,0.171875,-0.15625,-0.328125,-190.9090909090909,89,Invoke-WebRequest,896.ps1,1362.ps1,-3.25,True
0,11,0.171875,-0.078125,-0.25,-145.45454545454547,89,Invoke-WebRequest,896.ps1,1362.ps1,-3.25,True
12,28,0.171875,-0.03125,-0.203125,-118.18181818181819,89,Invoke-WebRequest,896.ps1,1362.ps1,-3.25,True
12,2,0.171875,0.09375,-0.078125,-45.45454545454545,89,Invoke-WebRequest,896.ps1,1362.ps1,-3.25,False
12,4,10.5625,8.625,-1.9375,-18.34319526627219,91,Invoke-WebRequest,773.ps1,3834.ps1,-3.734375,False
12,5,10.5625,9.2421875,-1.3203125,-12.5,91,Invoke-WebRequest,773.ps1,3834.ps1,-3.734375,False
12,15,10.5625,10.0625,-0.5,-4.733727810650888,91,Invoke-WebRequest,773.ps1,3834.ps1,-3.734375,False
12,28,10.5625,10.1796875,-0.3828125,-3.6242603550295858,91,Invoke-WebRequest,773.ps1,3834.ps1,-3.734375,False
12,2,10.5625,10.3046875,-0.2578125,-2.440828402366864,91,Invoke-WebRequest,773.ps1,3834.ps1,-3.734375,False
0,11,10.5625,10.75,0.1875,1.7751479289940828,91,Invoke-WebRequest,773.ps1,3834.ps1,-3.734375,False
12,4,10.5625,6.75,-3.8125,-36.09467455621302,92,Invoke-WebRequest,2820.ps1,3834.ps1,-2.59375,False
12,5,10.5625,9.4453125,-1.1171875,-10.576923076923077,92,Invoke-WebRequest,2820.ps1,3834.ps1,-2.59375,False
12,28,10.5625,9.875,-0.6875,-6.508875739644971,92,Invoke-WebRequest,2820.ps1,3834.ps1,-2.59375,False
0,11,10.5625,9.9296875,-0.6328125,-5.991124260355029,92,Invoke-WebRequest,2820.ps1,3834.ps1,-2.59375,False
12,15,10.5625,9.9453125,-0.6171875,-5.84319526627219,92,Invoke-WebRequest,2820.ps1,3834.ps1,-2.59375,False
12,2,10.5625,10.6328125,0.0703125,0.6656804733727811,92,Invoke-WebRequest,2820.ps1,3834.ps1,-2.59375,False
12,4,0.171875,-0.21875,-0.390625,-227.27272727272728,93,Invoke-WebRequest,773.ps1,1362.ps1,-3.734375,True
12,5,0.171875,-0.21875,-0.390625,-227.27272727272728,93,Invoke-WebRequest,773.ps1,1362.ps1,-3.734375,True
12,15,0.171875,0.0,-0.171875,-100.0,93,Invoke-WebRequest,773.ps1,1362.ps1,-3.734375,True
0,11,0.171875,0.03125,-0.140625,-81.81818181818183,93,Invoke-WebRequest,773.ps1,1362.ps1,-3.734375,False
12,2,0.171875,0.21875,0.046875,27.27272727272727,93,Invoke-WebRequest,773.ps1,1362.ps1,-3.734375,False
12,28,0.171875,0.34375,0.171875,100.0,93,Invoke-WebRequest,773.ps1,1362.ps1,-3.734375,False
12,4,0.171875,-0.75,-0.921875,-536.3636363636364,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,True
12,28,0.171875,-0.515625,-0.6875,-400.0,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,True
0,11,0.171875,-0.46875,-0.640625,-372.7272727272727,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,True
12,5,0.171875,-0.359375,-0.53125,-309.09090909090907,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,True
12,15,0.171875,0.0625,-0.109375,-63.63636363636363,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,False
12,2,0.171875,0.15625,-0.015625,-9.090909090909092,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,False
12,4,10.5625,8.4609375,-2.1015625,-19.89644970414201,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
12,5,10.5625,9.53125,-1.03125,-9.763313609467456,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
12,15,10.5625,9.8984375,-0.6640625,-6.28698224852071,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
