patch_label,pair_count,mean_delta,max_delta,min_delta,flip_rate,mean_base_logit_diff
h12.15+h12.5+h12.4+h12.28,85,-3.1029009650735295,-0.10400390625,-5.75,0.4823529411764706,3.451691750919118
