patch_label,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
h0.11+h12.15+h12.5+h12.4,-0.296875,-2.015625,-1.71875,-578.9473684210526,86,Invoke-WebRequest,3784.ps1,1362__seed_94c9b9d4d0af__invoke_webrequest_alias.ps1,True
h0.11+h12.15+h12.5+h12.4,-0.296875,-1.578125,-1.28125,-431.57894736842104,87,Invoke-WebRequest,4058.ps1,1362__seed_62bd78f5d825__invoke_webrequest_alias.ps1,True
h0.11+h12.15+h12.5+h12.4,-0.296875,-1.109375,-0.8125,-273.6842105263158,88,Invoke-WebRequest,3104.ps1,1362__seed_e20ff31d1bd4__invoke_webrequest_alias.ps1,True
h0.11+h12.15+h12.5+h12.4,-0.296875,-1.46875,-1.171875,-394.7368421052631,89,Invoke-WebRequest,896.ps1,1362__seed_c4fb6569b404__invoke_webrequest_alias.ps1,True
