layer,head,attention_delta,pair_idx,benign_filename,malicious_filename,pair_indicator
0,11,0.00549684464931488,18,2670.ps1,2294.ps1,DownloadFile
0,9,0.005301114171743393,18,2670.ps1,2294.ps1,DownloadFile
0,25,0.004763818811625242,18,2670.ps1,2294.ps1,DownloadFile
0,8,0.002885269932448864,18,2670.ps1,2294.ps1,DownloadFile
0,11,0.005223129875957966,19,2670.ps1,2713.ps1,DownloadFile
0,27,0.004519927315413952,19,2670.ps1,2713.ps1,DownloadFile
0,9,0.0034654028713703156,19,2670.ps1,2713.ps1,DownloadFile
0,8,0.0025395574048161507,19,2670.ps1,2713.ps1,DownloadFile
0,23,0.0014823004603385925,19,2670.ps1,2713.ps1,DownloadFile
0,11,0.005076512694358826,20,2670.ps1,2920.ps1,DownloadFile
0,27,0.0047320034354925156,20,2670.ps1,2920.ps1,DownloadFile
0,9,0.0034508993849158287,20,2670.ps1,2920.ps1,DownloadFile
0,8,0.0023689642548561096,20,2670.ps1,2920.ps1,DownloadFile
0,25,0.001428382471203804,20,2670.ps1,2920.ps1,DownloadFile
