layer,head,pair_count,mean_attention_delta,max_attention_delta
0,25,4,0.009029409848153591,0.009029409848153591
0,27,4,0.008211702108383179,0.008211702108383179
0,15,4,0.007999269291758537,0.007999269291758537
0,1,4,0.007244164124131203,0.007244164124131203
0,4,4,0.00672197574749589,0.00672197574749589
