layer,head,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,base_benign_logit_diff,flip_to_benign
12,5,0.171875,-0.359375,-0.53125,-309.09090909090907,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,True
12,15,0.171875,0.0625,-0.109375,-63.63636363636363,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,False
12,2,0.171875,0.15625,-0.015625,-9.090909090909092,94,Invoke-WebRequest,2820.ps1,1362.ps1,-2.59375,False
12,4,10.5625,8.4609375,-2.1015625,-19.89644970414201,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
12,5,10.5625,9.53125,-1.03125,-9.763313609467456,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
12,15,10.5625,9.8984375,-0.6640625,-6.28698224852071,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
12,2,10.5625,10.1640625,-0.3984375,-3.772189349112426,95,Invoke-WebRequest,2969.ps1,3834.ps1,-1.140625,False
12,4,10.5625,7.234375,-3.328125,-31.50887573964497,96,Invoke-WebRequest,712.ps1,3834.ps1,-2.1875,False
12,5,10.5625,9.4921875,-1.0703125,-10.133136094674557,96,Invoke-WebRequest,712.ps1,3834.ps1,-2.1875,False
12,15,10.5625,10.296875,-0.265625,-2.514792899408284,96,Invoke-WebRequest,712.ps1,3834.ps1,-2.1875,False
12,2,10.5625,10.5859375,0.0234375,0.22189349112426035,96,Invoke-WebRequest,712.ps1,3834.ps1,-2.1875,False
12,4,10.5625,7.734375,-2.828125,-26.77514792899408,97,Invoke-WebRequest,2165.ps1,3834.ps1,-1.65625,False
12,5,10.5625,9.171875,-1.390625,-13.165680473372781,97,Invoke-WebRequest,2165.ps1,3834.ps1,-1.65625,False
12,15,10.5625,10.2890625,-0.2734375,-2.5887573964497044,97,Invoke-WebRequest,2165.ps1,3834.ps1,-1.65625,False
