layer,head,base_logit_diff,ablated_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,base_benign_logit_diff,flip_to_benign
12,15,5.828125,5.609375,-0.21875,-3.753351206434316,11,DownloadFile,2670.ps1,3671.ps1,-1.4375,False
0,11,5.828125,5.65625,-0.171875,-2.949061662198391,11,DownloadFile,2670.ps1,3671.ps1,-1.4375,False
12,4,6.921875,4.765625,-2.15625,-31.15124153498871,12,DownloadFile,2670.ps1,2227.ps1,-1.4375,False
12,5,6.921875,6.203125,-0.71875,-10.383747178329571,12,DownloadFile,2670.ps1,2227.ps1,-1.4375,False
12,15,6.921875,6.640625,-0.28125,-4.063205417607223,12,DownloadFile,2670.ps1,2227.ps1,-1.4375,False
0,11,6.921875,7.5625,0.640625,9.255079006772009,12,DownloadFile,2670.ps1,2227.ps1,-1.4375,False
0,11,4.390625,2.8125,-1.578125,-35.94306049822064,13,DownloadFile,2670.ps1,3545.ps1,-1.4375,False
12,4,4.390625,2.828125,-1.5625,-35.587188612099645,13,DownloadFile,2670.ps1,3545.ps1,-1.4375,False
12,5,4.390625,4.03125,-0.359375,-8.185053380782918,13,DownloadFile,2670.ps1,3545.ps1,-1.4375,False
12,15,4.390625,4.1875,-0.203125,-4.6263345195729535,13,DownloadFile,2670.ps1,3545.ps1,-1.4375,False
12,4,5.515625,4.015625,-1.5,-27.19546742209632,14,DownloadFile,2670.ps1,1946.ps1,-1.4375,False
12,5,5.515625,5.234375,-0.28125,-5.099150141643059,14,DownloadFile,2670.ps1,1946.ps1,-1.4375,False
12,15,5.515625,5.3125,-0.203125,-3.6827195467422094,14,DownloadFile,2670.ps1,1946.ps1,-1.4375,False
0,11,5.515625,5.5,-0.015625,-0.28328611898017,14,DownloadFile,2670.ps1,1946.ps1,-1.4375,False
12,4,1.75,1.046875,-0.703125,-40.17857142857143,15,DownloadFile,2670.ps1,3426.ps1,-1.4375,False
0,11,1.75,1.171875,-0.578125,-33.035714285714285,15,DownloadFile,2670.ps1,3426.ps1,-1.4375,False
12,15,1.75,1.578125,-0.171875,-9.821428571428571,15,DownloadFile,2670.ps1,3426.ps1,-1.4375,False
12,5,1.75,2.0,0.25,14.285714285714285,15,DownloadFile,2670.ps1,3426.ps1,-1.4375,False
12,4,7.484375,6.15625,-1.328125,-17.745302713987474,16,DownloadFile,2670.ps1,1693.ps1,-1.4375,False
12,5,7.484375,6.9375,-0.546875,-7.306889352818372,16,DownloadFile,2670.ps1,1693.ps1,-1.4375,False
0,11,7.484375,7.203125,-0.28125,-3.7578288100208765,16,DownloadFile,2670.ps1,1693.ps1,-1.4375,False
12,15,7.484375,7.328125,-0.15625,-2.0876826722338206,16,DownloadFile,2670.ps1,1693.ps1,-1.4375,False
12,4,5.9375,4.25,-1.6875,-28.421052631578945,17,DownloadFile,2670.ps1,179.ps1,-1.4375,False
12,15,5.9375,5.5,-0.4375,-7.368421052631578,17,DownloadFile,2670.ps1,179.ps1,-1.4375,False
12,5,5.9375,5.5625,-0.375,-6.315789473684211,17,DownloadFile,2670.ps1,179.ps1,-1.4375,False
0,11,5.9375,5.65625,-0.28125,-4.736842105263158,17,DownloadFile,2670.ps1,179.ps1,-1.4375,False
12,4,5.328125,4.421875,-0.90625,-17.008797653958943,18,DownloadFile,2670.ps1,2294.ps1,-1.4375,False
12,5,5.328125,4.984375,-0.34375,-6.451612903225806,18,DownloadFile,2670.ps1,2294.ps1,-1.4375,False
12,15,5.328125,5.203125,-0.125,-2.346041055718475,18,DownloadFile,2670.ps1,2294.ps1,-1.4375,False
0,11,5.328125,5.453125,0.125,2.346041055718475,18,DownloadFile,2670.ps1,2294.ps1,-1.4375,False
12,4,3.34375,2.15625,-1.1875,-35.51401869158878,19,DownloadFile,2670.ps1,2713.ps1,-1.4375,False
0,11,3.34375,2.609375,-0.734375,-21.962616822429908,19,DownloadFile,2670.ps1,2713.ps1,-1.4375,False
12,5,3.34375,3.0,-0.34375,-10.2803738317757,19,DownloadFile,2670.ps1,2713.ps1,-1.4375,False
12,15,3.34375,3.078125,-0.265625,-7.943925233644859,19,DownloadFile,2670.ps1,2713.ps1,-1.4375,False
0,11,2.484375,1.75,-0.734375,-29.559748427672954,20,DownloadFile,2670.ps1,2920.ps1,-1.4375,False
12,4,2.484375,1.765625,-0.71875,-28.930817610062892,20,DownloadFile,2670.ps1,2920.ps1,-1.4375,False
12,15,2.484375,2.234375,-0.25,-10.062893081761008,20,DownloadFile,2670.ps1,2920.ps1,-1.4375,False
12,5,2.484375,2.390625,-0.09375,-3.7735849056603774,20,DownloadFile,2670.ps1,2920.ps1,-1.4375,False
12,4,7.515625,5.578125,-1.9375,-25.779625779625782,21,DownloadFile,2670.ps1,1399.ps1,-1.4375,False
12,5,7.515625,7.046875,-0.46875,-6.237006237006238,21,DownloadFile,2670.ps1,1399.ps1,-1.4375,False
12,15,7.515625,7.0625,-0.453125,-6.029106029106029,21,DownloadFile,2670.ps1,1399.ps1,-1.4375,False
0,11,7.515625,7.109375,-0.40625,-5.405405405405405,21,DownloadFile,2670.ps1,1399.ps1,-1.4375,False
12,4,6.640625,5.125,-1.515625,-22.823529411764707,22,DownloadFile,2670.ps1,1269.ps1,-1.4375,False
12,5,6.640625,6.15625,-0.484375,-7.294117647058823,22,DownloadFile,2670.ps1,1269.ps1,-1.4375,False
0,11,6.640625,6.265625,-0.375,-5.647058823529412,22,DownloadFile,2670.ps1,1269.ps1,-1.4375,False
12,15,6.640625,6.5,-0.140625,-2.1176470588235294,22,DownloadFile,2670.ps1,1269.ps1,-1.4375,False
12,15,1.265625,0.953125,-0.3125,-24.691358024691358,23,DownloadString,1113.ps1,3084.ps1,-3.375,False
0,11,1.265625,1.140625,-0.125,-9.876543209876543,23,DownloadString,1113.ps1,3084.ps1,-3.375,False
12,5,1.265625,1.140625,-0.125,-9.876543209876543,23,DownloadString,1113.ps1,3084.ps1,-3.375,False
12,4,1.265625,1.390625,0.125,9.876543209876543,23,DownloadString,1113.ps1,3084.ps1,-3.375,False
12,4,4.015625,3.640625,-0.375,-9.33852140077821,24,DownloadString,1113.ps1,3278.ps1,-3.375,False
12,15,4.015625,3.6875,-0.328125,-8.171206225680933,24,DownloadString,1113.ps1,3278.ps1,-3.375,False
