layer,head,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,base_benign_logit_diff,flip_to_benign
12,4,0.65625,-0.578125,-1.234375,-188.0952380952381,58,IEX,1634.ps1,2115.ps1,-3.328125,True
0,11,0.65625,0.203125,-0.453125,-69.04761904761905,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,5,0.65625,0.34375,-0.3125,-47.61904761904761,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,15,0.65625,1.015625,0.359375,54.761904761904766,58,IEX,1634.ps1,2115.ps1,-3.328125,False
12,4,0.390625,-0.703125,-1.09375,-280.0,60,IEX,1634.ps1,784.ps1,-3.328125,True
12,5,0.390625,0.078125,-0.3125,-80.0,60,IEX,1634.ps1,784.ps1,-3.328125,False
0,11,0.390625,0.359375,-0.03125,-8.0,60,IEX,1634.ps1,784.ps1,-3.328125,False
12,15,0.390625,0.71875,0.328125,84.0,60,IEX,1634.ps1,784.ps1,-3.328125,False
12,4,10.5703125,6.5625,-4.0078125,-37.91574279379157,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.28125,False
12,5,10.5703125,9.6953125,-0.875,-8.27790096082779,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.28125,False
0,11,10.5703125,10.1640625,-0.40625,-3.8433111603843315,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.28125,False
12,15,10.5703125,10.5234375,-0.046875,-0.4434589800443459,81,Invoke-WebRequest,3784.ps1,3834.ps1,-3.28125,False
12,4,10.5703125,8.03125,-2.5390625,-24.02069475240207,82,Invoke-WebRequest,4058.ps1,3834.ps1,-3.140625,False
