patch_label,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
h12.15+h12.5+h12.4+h12.28,3.5,0.484375,-3.015625,-86.16071428571429,70,Invoke-WebRequest,3104.ps1,d1727799f2fa203f982f632e38e2add1a8d4591086994422871baa8ba541deb3__seed_ebc39e9baa2c__invoke_webrequest_call_operator_string.ps1,False
h12.15+h12.5+h12.4+h12.28,3.859375,0.34375,-3.515625,-91.09311740890689,71,Invoke-WebRequest,3104.ps1,d1727799f2fa203f982f632e38e2add1a8d4591086994422871baa8ba541deb3__seed_ebc39e9baa2c__invoke_webrequest_alias.ps1,False
h12.15+h12.5+h12.4+h12.28,2.75,-1.625,-4.375,-159.0909090909091,72,Invoke-WebRequest,2820.ps1,a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96__seed_78935433549c__invoke_webrequest_call_operator_string.ps1,True
h12.15+h12.5+h12.4+h12.28,3.28125,-1.3125,-4.59375,-140.0,73,Invoke-WebRequest,2820.ps1,a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96__seed_78935433549c__invoke_webrequest_alias.ps1,True
h12.15+h12.5+h12.4+h12.28,3.125,-1.4375,-4.5625,-146.0,74,Invoke-WebRequest,2820.ps1,a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96__seed_78935433549c__start_process_call_operator_string.ps1,True
h12.15+h12.5+h12.4+h12.28,4.578125,-0.53125,-5.109375,-111.60409556313992,75,Invoke-WebRequest,2165.ps1,35f003c6ee4b9261caac262983739bceabc65c859b01414d170942cfd92de495__seed_d1dab60aa6f5__invoke_webrequest_call_operator_string.ps1,True
h12.15+h12.5+h12.4+h12.28,5.8125,0.21875,-5.59375,-96.23655913978494,76,Invoke-WebRequest,2165.ps1,35f003c6ee4b9261caac262983739bceabc65c859b01414d170942cfd92de495__seed_d1dab60aa6f5__invoke_webrequest_alias.ps1,False
h12.15+h12.5+h12.4+h12.28,10.734375,5.640625,-5.09375,-47.45269286754003,77,Invoke-WebRequest,3228.ps1,3834__seed_f99df091624c__iex_call_operator_string.ps1,False
h12.15+h12.5+h12.4+h12.28,10.65625,5.515625,-5.140625,-48.240469208211145,78,Invoke-WebRequest,3228.ps1,3834__seed_f99df091624c__iex_scriptblock_create.ps1,False
h12.15+h12.5+h12.4+h12.28,10.6953125,6.03125,-4.6640625,-43.60847333820307,79,Invoke-WebRequest,3228.ps1,3834__seed_f99df091624c__invoke_webrequest_call_operator_string.ps1,False
h12.15+h12.5+h12.4+h12.28,9.8671875,5.5,-4.3671875,-44.2596991290578,80,Invoke-WebRequest,3228.ps1,3834__seed_f99df091624c__invoke_webrequest_alias.ps1,False
h12.15+h12.5+h12.4+h12.28,10.640625,5.546875,-5.09375,-47.87077826725404,81,Invoke-WebRequest,3228.ps1,3834__seed_f99df091624c__downloadstring_psobject_invoke.ps1,False
h12.15+h12.5+h12.4+h12.28,0.125,-0.734375,-0.859375,-687.5,82,Invoke-WebRequest,3102.ps1,9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_expression_call_operator_string.ps1,True
h12.15+h12.5+h12.4+h12.28,-0.046875,-0.734375,-0.6875,-1466.6666666666665,83,Invoke-WebRequest,3102.ps1,9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_expression_scriptblock_create.ps1,True
h12.15+h12.5+h12.4+h12.28,1.9375,-0.90625,-2.84375,-146.7741935483871,84,Invoke-WebRequest,3102.ps1,9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_webrequest_call_operator_string.ps1,True
h12.15+h12.5+h12.4+h12.28,0.4375,-0.984375,-1.421875,-325.0,85,Invoke-WebRequest,3102.ps1,9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_webrequest_alias.ps1,True
