pair_idx,layer,neuron,contribution_delta,malicious_contribution,benign_contribution
61,5,12438,-0.0013357317075133324,0.0008421884849667549,0.0021779201924800873
61,5,11982,-0.0012936461716890335,0.0008692368865013123,0.0021628830581903458
61,5,2966,-0.0012817871756851673,-0.0006367219612002373,0.00064506521448493
61,5,7427,-0.001242438331246376,-0.0017573526129126549,-0.0005149142816662788
61,5,3208,-0.001208326779305935,0.0014460543170571327,0.0026543810963630676
61,5,2897,-0.0011922754347324371,-0.0006434731185436249,0.0005488023161888123
61,5,8474,-0.001191338524222374,-0.002033594064414501,-0.0008422555401921272
61,5,5350,-0.001171930693089962,0.0005886601284146309,0.001760590821504593
61,5,3001,-0.001171252690255642,4.7904381062835455e-05,0.0012191571295261383
61,5,7499,-0.0011692666448652744,-0.000874239020049572,0.00029502762481570244
61,5,2879,-0.0011689737439155579,-0.002994038164615631,-0.0018250644207000732
61,5,7217,-0.0010799639858305454,-0.0008948273025453091,0.00018513668328523636
61,5,7156,-0.001064356416463852,0.00270993635058403,0.003774292767047882
61,5,12127,-0.001047433353960514,0.00033673830330371857,0.0013841716572642326
61,6,5118,0.0018740622326731682,-0.0029635922983288765,-0.004837654531002045
61,6,6174,0.0015777312219142914,0.00561525858938694,0.004037527367472649
61,6,10934,0.001552338944748044,0.0006828003097325563,-0.0008695386350154877
61,6,3794,0.0014905203133821487,-0.0018024053424596786,-0.0032929256558418274
61,6,9219,0.0014525437727570534,0.0008085703011602163,-0.000643973471596837
61,6,4569,0.0013771234080195427,0.002043941058218479,0.0006668176501989365
61,6,13732,0.0013666783925145864,-9.852758375927806e-05,-0.0014652060344815254
61,6,2922,0.001362539827823639,-0.007435988634824753,-0.008798528462648392
61,6,11147,0.0013216137886047363,0.002327263355255127,0.0010056495666503906
61,6,10713,0.0012845220044255257,0.00212688185274601,0.0008423598483204842
61,6,12958,0.001280512660741806,-0.006575040519237518,-0.007855553179979324
61,6,7535,0.0012625227682292461,-0.000506372656673193,-0.0017688954249024391
61,6,8561,0.0011710338294506073,-0.0014073178172111511,-0.0025783516466617584
61,6,6264,0.0011612395755946636,0.00019365129992365837,-0.0009675882756710052
61,6,1141,0.0010946530383080244,-9.19525045901537e-05,-0.001186605542898178
61,6,11623,0.0010904492810368538,0.001910187304019928,0.0008197380229830742
61,6,6474,0.0010741699952632189,-0.00037683057598769665,-0.0014510005712509155
61,6,7423,0.0010734214447438717,-0.00042487727478146553,-0.0014982987195253372
61,6,10665,0.0010706910397857428,-0.00038316682912409306,-0.0014538578689098358
61,6,7809,0.0010494908783584833,0.000411786837503314,-0.0006377040408551693
61,6,4857,-0.004442092031240463,-0.005389926955103874,-0.000947834923863411
61,6,12651,-0.002252541482448578,0.0017777606844902039,0.004030302166938782
61,6,6598,-0.0018755905330181122,-0.0012173084542155266,0.0006582820788025856
61,6,2382,-0.0017685438506305218,-0.0031212475150823593,-0.0013527036644518375
61,6,12390,-0.001575462520122528,0.0015589222311973572,0.0031343847513198853
61,6,13084,-0.0015455586835741997,7.082987576723099e-05,0.0016163885593414307
61,6,2017,-0.0014283573254942894,0.0017278743907809258,0.003156231716275215
61,6,7032,-0.0013732817023992538,0.0004697125405073166,0.0018429942429065704
61,6,13218,-0.0013244664296507835,3.934837877750397e-05,0.0013638148084282875
61,6,5331,-0.0013126460835337639,0.0029937801882624626,0.0043064262717962265
61,6,6401,-0.0012223207158967853,-0.00013926986139267683,0.0010830508545041084
61,6,8877,-0.0012094597332179546,-0.0019719768315553665,-0.0007625170983374119
61,6,14143,-0.001171798910945654,-0.0002705422230064869,0.000901256687939167
61,6,6198,-0.0011715571163222194,-0.0008622859604656696,0.00030927115585654974
61,6,8984,-0.0011283026542514563,-0.0017311074770987034,-0.0006028048228472471
61,6,14004,-0.001102471724152565,-0.0062298402190208435,-0.0051273684948682785
61,6,10522,-0.00109073705971241,9.289942681789398e-05,0.001183636486530304
61,6,1975,-0.0010768654756247997,0.0010303701274096966,0.0021072356030344963
61,6,866,-0.0010758698917925358,0.0008203410543501377,0.0018962109461426735
61,6,2794,-0.0010494849411770701,-2.9110218747518957e-05,0.001020374707877636
61,7,8063,0.001813547220081091,0.0007092119194567204,-0.0011043353006243706
61,7,4529,0.0015728920698165894,-0.002539493143558502,-0.0041123852133750916
61,7,11709,0.0015191566199064255,0.0021102996543049812,0.0005911430343985558
61,7,2632,0.0014976505190134048,-0.0008478434756398201,-0.002345493994653225
61,7,1367,0.001425696536898613,-0.0015669036656618118,-0.002992600202560425
61,7,8850,0.0013856403529644012,-0.00032918527722358704,-0.0017148256301879883
61,7,679,0.0013250178890302777,0.0014430433511734009,0.00011802546214312315
61,7,778,0.0012632738798856735,0.0028223777189850807,0.0015591038390994072
61,7,13190,0.0012251157313585281,0.0022454094141721725,0.0010202936828136444
61,7,14028,0.0012163713108748198,0.0013864017091691494,0.00017003039829432964
61,7,9500,0.001212477684020996,0.002241373062133789,0.001028895378112793
61,7,11672,0.0011934174690395594,0.0002946325112134218,-0.0008987849578261375
61,7,11122,0.0011847235728055239,0.0005384332034736872,-0.0006462903693318367
61,7,11149,0.0011845752596855164,-0.0006184950470924377,-0.001803070306777954
61,7,6770,0.0011800900101661682,-0.001323595643043518,-0.0025036856532096863
61,7,6056,0.001153085846453905,0.0016949046403169632,0.0005418187938630581
61,7,953,0.0011289753019809723,0.003062937408685684,0.001933962106704712
61,7,4592,0.0011285226792097092,0.004309153184294701,0.0031806305050849915
61,7,2865,0.0010896626627072692,-1.7796250176616013e-05,-0.0011074589565396309
61,7,2899,0.0010768654756247997,-0.0011399663053452969,-0.0022168317809700966
