patch_label,pair_count,mean_delta,max_delta,min_delta,flip_rate,mean_base_logit_diff
h0.11+h12.15+h12.5+h12.4,6,-2.3385416666666665,-0.15625,-5.015625,0.6666666666666666,2.0755208333333335
