layer,neuron,pair_count,mean_contribution_delta,max_contribution_delta,mean_malicious_contribution,mean_activation_delta
0,13487,2,0.00045418739318847656,0.0005741119384765625,-0.0005602836608886719,-0.03350830078125
0,2540,3,0.000360409418741862,0.0005121231079101562,-5.4001808166503906e-05,0.016545613606770832
0,10931,3,0.00031960010528564453,0.00042629241943359375,-0.0004456043243408203,-0.016209920247395832
0,1068,3,0.00029087066650390625,0.000316619873046875,-7.587671279907227e-05,0.029947916666666668
0,3675,2,0.0002789497375488281,0.0003342628479003906,0.0004298686981201172,-0.01442718505859375
0,3101,3,0.0002613464991251628,0.0003578662872314453,-2.8908252716064453e-05,0.009099324544270834
0,7356,2,0.0002594590187072754,0.00028967857360839844,-0.0004200935363769531,-0.01172637939453125
0,7183,2,0.00024384260177612305,0.0002624988555908203,-0.0003216266632080078,-0.0137176513671875
0,3247,1,0.00024116039276123047,0.00024116039276123047,-0.0005526542663574219,-0.0102081298828125
0,8523,3,0.00023917357126871744,0.00029087066650390625,3.790855407714844e-05,0.014607747395833334
0,6574,1,0.00023734569549560547,0.00023734569549560547,4.8220157623291016e-05,0.00782012939453125
0,5457,1,0.00022459030151367188,0.00022459030151367188,4.4345855712890625e-05,-0.00849151611328125
0,5917,2,0.00021320581436157227,0.00023806095123291016,0.0002446174621582031,-0.0070781707763671875
0,3896,1,0.00020742416381835938,0.00020742416381835938,0.0008668899536132812,-0.0072021484375
0,10925,1,0.00019240379333496094,0.00019240379333496094,0.0005202293395996094,0.00913238525390625
1,7598,1,0.0011997222900390625,0.0011997222900390625,0.006816864013671875,0.093017578125
1,12638,2,0.0008366107940673828,0.0009212493896484375,0.00152587890625,0.0245819091796875
1,9410,3,0.0008228619893391927,0.0014886856079101562,-0.0002918243408203125,0.06923421223958333
1,486,1,0.0006170272827148438,0.0006170272827148438,0.0016117095947265625,0.0750732421875
1,12835,1,0.0004949569702148438,0.0004949569702148438,0.0006327629089355469,0.01715087890625
1,4301,2,0.00048792362213134766,0.0006036758422851562,-0.0005812644958496094,0.0146026611328125
1,6720,3,0.0004725456237792969,0.0006866455078125,0.0008120536804199219,0.009394327799479166
1,8960,1,0.00046372413635253906,0.00046372413635253906,0.0009055137634277344,-0.01534271240234375
1,8540,1,0.0004572868347167969,0.0004572868347167969,0.0002613067626953125,-0.0197906494140625
1,8090,2,0.0004038810729980469,0.0004992485046386719,0.001132965087890625,-0.01318359375
1,6935,3,0.0003979206085205078,0.0005059242248535156,0.0012254714965820312,0.022918701171875
1,5966,2,0.0003966093063354492,0.0004343986511230469,-0.000640869140625,0.01171875
1,9267,1,0.00036716461181640625,0.00036716461181640625,-0.0013408660888671875,0.00909423828125
1,255,2,0.0003666877746582031,0.0003781318664550781,0.0014181137084960938,-0.01003265380859375
1,5573,1,0.0003387928009033203,0.0003387928009033203,0.0007081031799316406,-0.0166473388671875
1,11675,2,0.00032770633697509766,0.0003540515899658203,0.0007305145263671875,0.01224517822265625
1,5091,2,0.0003165006637573242,0.0003581047058105469,0.00010478496551513672,0.010463714599609375
2,8918,3,0.0009771982828776042,0.0010805130004882812,-0.0009870529174804688,-0.08306884765625
2,10813,1,0.0008683204650878906,0.0008683204650878906,-0.0007843971252441406,-0.0189666748046875
2,12515,1,0.0008511543273925781,0.0008511543273925781,0.0009870529174804688,0.0232086181640625
2,6605,1,0.0008249282836914062,0.0008249282836914062,0.0010833740234375,0.022796630859375
2,2074,1,0.0007462501525878906,0.0007462501525878906,-0.0008459091186523438,0.04681396484375
2,13567,3,0.0007003148396809896,0.0008077621459960938,-0.0002503395080566406,-0.06355794270833333
2,11217,3,0.0006680488586425781,0.0007176399230957031,0.0007982254028320312,0.019053141276041668
2,5644,2,0.0006625652313232422,0.0007600784301757812,-0.0006299018859863281,0.026458740234375
2,10776,3,0.000652472178141276,0.0009360313415527344,0.0013599395751953125,0.024210611979166668
2,6614,2,0.0005972385406494141,0.0007047653198242188,-0.001026153564453125,-0.027130126953125
2,4256,2,0.0005896091461181641,0.0006704330444335938,0.0002593994140625,0.0205841064453125
2,3666,1,0.000568389892578125,0.000568389892578125,0.0015430450439453125,0.01898193359375
2,5470,1,0.000545501708984375,0.000545501708984375,-0.0005059242248535156,-0.0177764892578125
2,14264,1,0.0005412101745605469,0.0005412101745605469,0.00036215782165527344,0.025177001953125
2,7668,1,0.0005249977111816406,0.0005249977111816406,0.0021266937255859375,0.018890380859375
2,12426,1,0.00051116943359375,0.00051116943359375,0.0005769729614257812,-0.0158538818359375
2,6217,1,0.0005006790161132812,0.0005006790161132812,0.0014982223510742188,-0.0119781494140625
2,9943,1,0.00043201446533203125,0.00043201446533203125,0.00033020973205566406,-0.01155853271484375
2,4497,1,0.0004246234893798828,0.0004246234893798828,0.0003581047058105469,0.009033203125
3,13551,2,0.0016603469848632812,0.0021514892578125,0.00615692138671875,-0.04595947265625
3,9480,3,0.0016307830810546875,0.0019378662109375,0.002716064453125,-0.09112548828125
3,9171,1,0.0015888214111328125,0.0015888214111328125,0.01303863525390625,0.0517578125
3,10777,2,0.0012583732604980469,0.0012865066528320312,0.00014197826385498047,-0.079925537109375
3,11523,2,0.0012488365173339844,0.0014638900756835938,0.002193450927734375,-0.04925537109375
3,3813,1,0.0012035369873046875,0.0012035369873046875,0.00036907196044921875,0.05889892578125
3,4272,1,0.0010766983032226562,0.0010766983032226562,-0.0006222724914550781,0.031524658203125
3,6056,2,0.0009829998016357422,0.0010700225830078125,0.001880645751953125,0.043548583984375
3,12874,3,0.0009770393371582031,0.0011587142944335938,0.00189208984375,-0.048512776692708336
3,8315,2,0.000957489013671875,0.0011148452758789062,0.000885009765625,0.04052734375
3,8982,2,0.0009465217590332031,0.0009946823120117188,-0.0014200210571289062,0.02923583984375
3,11069,1,0.0009179115295410156,0.0009179115295410156,0.00104522705078125,-0.031890869140625
3,3664,1,0.0008907318115234375,0.0008907318115234375,0.0015783309936523438,0.0300445556640625
3,7114,1,0.0008673667907714844,0.0008673667907714844,-0.0013532638549804688,-0.063232421875
3,5672,1,0.0008516311645507812,0.0008516311645507812,0.00022399425506591797,0.0175628662109375
3,13335,1,0.0008454322814941406,0.0008454322814941406,-0.0016489028930664062,-0.029876708984375
3,14253,1,0.0007982254028320312,0.0007982254028320312,-0.0015707015991210938,0.05474853515625
3,7870,1,0.0007753372192382812,0.0007753372192382812,0.001068115234375,-0.03192138671875
3,3515,1,0.0007710456848144531,0.0007710456848144531,0.0011224746704101562,0.03997802734375
3,11868,1,0.0007576942443847656,0.0007576942443847656,-0.0009212493896484375,0.0237884521484375
4,10307,3,0.002331415812174479,0.002445220947265625,0.001628875732421875,-0.22245279947916666
4,6825,3,0.0021654764811197915,0.0025539398193359375,0.0018444061279296875,0.050862630208333336
4,8381,2,0.002163410186767578,0.0024471282958984375,-0.015594482421875,-0.15625
4,11874,1,0.0019140243530273438,0.0019140243530273438,-0.001926422119140625,-0.07720947265625
4,6892,2,0.0014939308166503906,0.0018777847290039062,-0.00039696693420410156,0.087554931640625
4,6256,3,0.0013335545857747395,0.0013866424560546875,0.0020847320556640625,0.040506998697916664
4,7818,1,0.0012493133544921875,0.0012493133544921875,-0.0010824203491210938,-0.043426513671875
4,2387,1,0.0011892318725585938,0.0011892318725585938,0.0012826919555664062,0.033721923828125
4,155,3,0.0011879603068033855,0.0012569427490234375,-0.0011749267578125,-0.035451253255208336
4,6513,2,0.0011873245239257812,0.0012454986572265625,0.000560760498046875,0.0513153076171875
4,2969,1,0.0011377334594726562,0.0011377334594726562,0.002262115478515625,-0.0284423828125
4,2127,1,0.0010890960693359375,0.0010890960693359375,0.0019550323486328125,-0.047027587890625
4,5899,1,0.00104522705078125,0.00104522705078125,0.00034499168395996094,0.03936767578125
4,6747,2,0.001004934310913086,0.0010852813720703125,0.001064300537109375,-0.02646636962890625
4,2621,1,0.0009350776672363281,0.0009350776672363281,-0.0003681182861328125,0.071533203125
4,2391,2,0.0009279251098632812,0.0009822845458984375,0.0016946792602539062,-0.0345458984375
4,7222,1,0.000865936279296875,0.000865936279296875,0.0010328292846679688,0.0268402099609375
5,171,1,0.0020847320556640625,0.0020847320556640625,0.0070037841796875,0.22802734375
5,10256,1,0.0018157958984375,0.0018157958984375,-0.0024089813232421875,0.0797119140625
5,11419,1,0.0016641616821289062,0.0016641616821289062,0.0016727447509765625,-0.049346923828125
5,9581,1,0.00151824951171875,0.00151824951171875,0.004608154296875,0.05010986328125
5,3171,3,0.001395861307779948,0.0014133453369140625,-0.0008907318115234375,0.035380045572916664
5,3102,2,0.0013346672058105469,0.001644134521484375,-0.0005617141723632812,-0.048553466796875
5,12513,3,0.001293500264485677,0.0014495849609375,0.000823974609375,0.061747233072916664
5,12100,3,0.0012094179789225261,0.0018672943115234375,-0.0038089752197265625,0.037556966145833336
5,6039,1,0.0011701583862304688,0.0011701583862304688,0.0017337799072265625,0.044342041015625
5,8121,1,0.0011358261108398438,0.0011358261108398438,0.000705718994140625,-0.0364990234375
5,8241,2,0.0011217594146728516,0.0013399124145507812,0.004810333251953125,-0.0439453125
5,13948,1,0.001117706298828125,0.001117706298828125,0.00030159950256347656,0.051910400390625
5,9253,2,0.0011115074157714844,0.0011730194091796875,0.0024166107177734375,0.0510406494140625
5,5936,1,0.0011072158813476562,0.0011072158813476562,0.0027065277099609375,-0.05633544921875
5,14042,2,0.0010881423950195312,0.0011205673217773438,0.002124786376953125,0.083343505859375
5,9614,1,0.0010204315185546875,0.0010204315185546875,-0.0026035308837890625,0.109130859375
5,10724,1,0.0009937286376953125,0.0009937286376953125,0.0002684593200683594,0.040435791015625
5,9948,1,0.000919342041015625,0.000919342041015625,-0.0010728836059570312,-0.027923583984375
5,10059,1,0.0009107589721679688,0.0009107589721679688,0.00107574462890625,-0.04022216796875
5,10185,1,0.0009026527404785156,0.0009026527404785156,0.0029582977294921875,0.023773193359375
6,12958,1,0.0015630722045898438,0.0015630722045898438,-0.00629425048828125,-0.072998046875
6,1312,2,0.0015597343444824219,0.001617431640625,0.0095672607421875,-0.052734375
6,5118,2,0.0015549659729003906,0.002044677734375,-0.0027923583984375,0.0538330078125
6,3794,3,0.001438458760579427,0.0017185211181640625,-0.0017671585083007812,-0.048411051432291664
6,6174,3,0.001415570576985677,0.0016775131225585938,0.00571441650390625,0.051920572916666664
6,10934,1,0.001392364501953125,0.001392364501953125,0.000522613525390625,-0.052001953125
6,9219,1,0.0013828277587890625,0.0013828277587890625,0.0007386207580566406,0.045379638671875
6,6945,2,0.001361846923828125,0.0014181137084960938,-0.0015964508056640625,0.075439453125
6,11147,1,0.0013418197631835938,0.0013418197631835938,0.0023479461669921875,0.0482177734375
6,1742,1,0.0013360977172851562,0.0013360977172851562,0.0009217262268066406,-0.07879638671875
6,4494,2,0.001293182373046875,0.0014476776123046875,0.0016908645629882812,-0.043975830078125
6,2723,1,0.0012798309326171875,0.0012798309326171875,-0.0009388923645019531,-0.044921875
6,4354,2,0.0012683868408203125,0.0014314651489257812,-0.0009984970092773438,0.050750732421875
6,13732,1,0.001255035400390625,0.001255035400390625,-0.00020992755889892578,0.042022705078125
6,4569,1,0.0012292861938476562,0.0012292861938476562,0.001895904541015625,-0.028472900390625
6,6351,1,0.001224517822265625,0.001224517822265625,0.0030078887939453125,-0.0321044921875
6,12140,2,0.0012221336364746094,0.0012359619140625,0.0008516311645507812,-0.052520751953125
6,4017,1,0.0012216567993164062,0.0012216567993164062,0.00144195556640625,-0.05474853515625
6,2922,2,0.001178741455078125,0.001232147216796875,-0.007564544677734375,-0.119140625
7,1389,2,0.0018935203552246094,0.0019969940185546875,-0.005237579345703125,0.0845947265625
7,8063,1,0.0018444061279296875,0.0018444061279296875,0.0007395744323730469,-0.0447998046875
7,4592,2,0.0017809867858886719,0.0018472671508789062,0.004314422607421875,0.079559326171875
7,4529,2,0.0017461776733398438,0.0018310546875,-0.0024509429931640625,-0.123046875
7,4855,2,0.0015730857849121094,0.0016317367553710938,-0.0025882720947265625,-0.0560302734375
7,12655,2,0.0015163421630859375,0.00165557861328125,-0.0026721954345703125,0.05389404296875
7,1367,1,0.0014600753784179688,0.0014600753784179688,-0.0015325546264648438,-0.035980224609375
7,8850,1,0.0014476776123046875,0.0014476776123046875,-0.00026726722717285156,0.04327392578125
7,2632,3,0.0014241536458333333,0.001483917236328125,-0.0008616447448730469,0.07023111979166667
7,11709,1,0.0013523101806640625,0.0013523101806640625,0.0019435882568359375,-0.05096435546875
7,6056,3,0.0013491312662760417,0.0013828277587890625,0.0018892288208007812,0.06728108723958333
7,4009,1,0.0013303756713867188,0.0013303756713867188,0.00504302978515625,0.0400390625
7,13142,2,0.0013127326965332031,0.001316070556640625,0.0015821456909179688,-0.08538818359375
7,679,1,0.0012826919555664062,0.0012826919555664062,0.0014009475708007812,-0.049041748046875
7,8418,1,0.001270294189453125,0.001270294189453125,-0.0013561248779296875,0.03515625
7,2899,1,0.0012540817260742188,0.0012540817260742188,-0.0009622573852539062,0.046112060546875
7,9520,2,0.0012378692626953125,0.0014133453369140625,0.0005321502685546875,-0.0491943359375
7,4814,1,0.0011348724365234375,0.0011348724365234375,-0.00033783912658691406,0.03448486328125
7,5155,1,0.0011138916015625,0.0011138916015625,0.0031795501708984375,-0.0235595703125
8,1048,2,0.003200531005859375,0.0033969879150390625,-0.01428985595703125,-0.1513671875
8,4153,2,0.0023736953735351562,0.00244140625,0.00830078125,0.06219482421875
8,3891,1,0.00225067138671875,0.00225067138671875,0.0023136138916015625,-0.07470703125
8,2383,3,0.0021530787150065103,0.0026302337646484375,-0.00042128562927246094,-0.13187662760416666
8,6951,2,0.002109527587890625,0.002471923828125,0.00704193115234375,0.094482421875
8,3610,3,0.001945177714029948,0.0020275115966796875,0.0009045600891113281,0.15250651041666666
8,1407,1,0.0018148422241210938,0.0018148422241210938,1.1861324310302734e-05,-0.06512451171875
8,12727,1,0.001743316650390625,0.001743316650390625,0.0010538101196289062,-0.080810546875
8,11669,2,0.0017156600952148438,0.001834869384765625,-0.00015783309936523438,-0.0433807373046875
8,5288,1,0.0017070770263671875,0.0017070770263671875,0.0034637451171875,-0.080322265625
8,11006,1,0.0016956329345703125,0.0016956329345703125,-0.0017862319946289062,0.044891357421875
8,10967,2,0.0016102790832519531,0.0016317367553710938,0.0009579658508300781,0.05029296875
8,8826,1,0.0015363693237304688,0.0015363693237304688,0.0031948089599609375,0.06048583984375
8,5710,3,0.0015328725179036458,0.001613616943359375,-0.0013380050659179688,-0.043528238932291664
8,11094,1,0.0015192031860351562,0.0015192031860351562,-0.0031833648681640625,0.063232421875
8,6659,1,0.0014705657958984375,0.0014705657958984375,-0.0019321441650390625,0.09442138671875
8,4829,1,0.0014476776123046875,0.0014476776123046875,0.0008206367492675781,-0.04327392578125
8,3995,1,0.001415252685546875,0.001415252685546875,0.0015354156494140625,0.043060302734375
8,12458,1,0.0013780593872070312,0.0013780593872070312,0.0043792724609375,0.04388427734375
9,9626,3,0.002990086873372396,0.0036411285400390625,0.00768280029296875,0.17683919270833334
9,11223,3,0.0029048919677734375,0.003719329833984375,0.006191253662109375,-0.07993570963541667
9,9142,2,0.0028734207153320312,0.003490447998046875,0.005382537841796875,0.078277587890625
9,5447,2,0.0024118423461914062,0.002658843994140625,-0.002887725830078125,0.10687255859375
9,3505,3,0.0021038055419921875,0.00225830078125,0.00312042236328125,0.065032958984375
9,2224,2,0.0019397735595703125,0.0020694732666015625,0.00571441650390625,0.065032958984375
9,7044,1,0.001811981201171875,0.001811981201171875,-0.0015192031860351562,0.061859130859375
9,967,2,0.0017976760864257812,0.0020923614501953125,0.0023975372314453125,-0.0667572021484375
9,8228,1,0.0016965866088867188,0.0016965866088867188,-0.0008974075317382812,0.0572509765625
9,10839,2,0.0016908645629882812,0.0017900466918945312,0.003421783447265625,-0.07080078125
9,6689,1,0.00164794921875,0.00164794921875,6.502866744995117e-05,0.05499267578125
9,4683,1,0.0015382766723632812,0.0015382766723632812,0.0019006729125976562,-0.08856201171875
9,12464,1,0.0015039443969726562,0.0015039443969726562,0.0015344619750976562,-0.054046630859375
9,8513,1,0.0015010833740234375,0.0015010833740234375,-0.0007529258728027344,0.0743408203125
9,8587,2,0.0014071464538574219,0.0015211105346679688,-0.0009055137634277344,-0.026031494140625
9,3534,1,0.0014047622680664062,0.0014047622680664062,-0.0004582405090332031,-0.05682373046875
9,12909,1,0.0013303756713867188,0.0013303756713867188,0.0031604766845703125,0.035614013671875
9,7831,1,0.0013246536254882812,0.0013246536254882812,0.002361297607421875,-0.0355224609375
10,9925,3,0.0036150614420572915,0.0038509368896484375,-0.0038814544677734375,-0.23836263020833334
10,2188,3,0.0034465789794921875,0.004573822021484375,-7.492303848266602e-05,-0.16117350260416666
10,5914,3,0.002865473429361979,0.003650665283203125,0.0011644363403320312,0.21634928385416666
10,12004,3,0.0018930435180664062,0.00226593017578125,-0.0023288726806640625,0.06282552083333333
10,9602,1,0.001678466796875,0.001678466796875,-0.0009937286376953125,-0.051025390625
10,12525,1,0.001678466796875,0.001678466796875,0.0037937164306640625,0.07574462890625
10,8329,2,0.0016331672668457031,0.0018157958984375,0.0028476715087890625,-0.0449066162109375
10,11678,3,0.001617749532063802,0.0016641616821289062,0.0018606185913085938,-0.08099365234375
10,749,1,0.0016088485717773438,0.0016088485717773438,-0.002010345458984375,0.072021484375
10,12866,2,0.0015377998352050781,0.0016841888427734375,-0.0007309913635253906,0.109130859375
10,10665,1,0.0015211105346679688,0.0015211105346679688,0.0028362274169921875,0.058563232421875
10,11815,1,0.0015211105346679688,0.0015211105346679688,0.0017385482788085938,-0.041259765625
10,11085,2,0.0014734268188476562,0.0015239715576171875,-0.0005602836608886719,-0.07275390625
10,5954,1,0.0013751983642578125,0.0013751983642578125,0.0030727386474609375,0.107177734375
10,1545,1,0.0013685226440429688,0.0013685226440429688,-0.0006346702575683594,0.0718994140625
10,4785,1,0.0013399124145507812,0.0013399124145507812,0.0008664131164550781,-0.038726806640625
10,13333,1,0.0013246536254882812,0.0013246536254882812,0.002086639404296875,0.09228515625
11,406,1,0.003231048583984375,0.003231048583984375,-0.00466156005859375,-0.178955078125
11,3163,3,0.002739588419596354,0.0028533935546875,0.005107879638671875,0.10593668619791667
11,1367,2,0.0025882720947265625,0.0029125213623046875,0.0008106231689453125,-0.064117431640625
11,12372,2,0.0024247169494628906,0.0029087066650390625,0.00606536865234375,0.06939697265625
11,11889,3,0.0023482640584309897,0.003223419189453125,0.01293182373046875,0.10921223958333333
11,6421,1,0.0023193359375,0.0023193359375,0.005611419677734375,0.08306884765625
11,6339,1,0.002216339111328125,0.002216339111328125,0.0124359130859375,0.085693359375
11,12490,2,0.002216339111328125,0.0023403167724609375,0.0019159317016601562,0.127532958984375
11,8180,1,0.0021820068359375,0.0021820068359375,0.0070037841796875,0.093994140625
11,7062,2,0.0021638870239257812,0.0022182464599609375,0.00501251220703125,0.088287353515625
11,13748,1,0.0020923614501953125,0.0020923614501953125,-0.00342559814453125,-0.0992431640625
11,9864,1,0.002044677734375,0.002044677734375,0.001895904541015625,0.102294921875
11,6456,1,0.00201416015625,0.00201416015625,0.002918243408203125,0.165283203125
11,9604,2,0.002010345458984375,0.00215911865234375,0.00394439697265625,0.098663330078125
11,4146,1,0.0019702911376953125,0.0019702911376953125,0.004085540771484375,-0.073974609375
11,4260,2,0.0018877983093261719,0.0021572113037109375,-0.0005307197570800781,-0.1392822265625
11,9771,1,0.0018663406372070312,0.0018663406372070312,0.0029506683349609375,-0.047637939453125
