patch_label,pair_count,mean_delta,max_delta,min_delta,flip_rate,mean_base_logit_diff
h12.15+h12.5+h12.4+h12.28,6,-1.6901041666666667,-0.40625,-3.0625,0.8333333333333334,0.9192708333333334
