pair_idx,pair_indicator,malicious_filename,n_indicator_tokens,base_logit_diff,ablated_logit_diff,logit_diff_delta,resid_l2_sensitivity,resid_cosine_similarity
179,DownloadString,fa2y/bazaar_out/d0c4413e9a01da6e95b55d7f61e9e55722877e36e5ef2851f3cd7197a075068b.ps1,5,9.375,2.2421875,-7.1328125,2.2734375,0.9501953125
180,DownloadString,fa2y/malicious_samples/bd5438684ce7a0ede35925832102491afe85d9014ae11e8462a8883c9b9c0d76.ps1,5,10.6171875,2.578125,-8.0390625,2.115234375,0.95556640625
181,DownloadString,3084.ps1,7,9.2421875,5.828125,-3.4140625,2.376953125,0.94482421875
183,DownloadString,fa2y/malicious_samples/dee24561f292fc7a06ab4d0ed625acd962f297e18b34fca71b734ade5d4eb9f8.ps1,7,12.78125,0.234375,-12.546875,2.767578125,0.9228515625
184,DownloadString,fa2y/bazaar_out/89040ebc43db2d0c79ee6bf4f76ff84675c5c7a812eff45e87606dcf55050494.ps1,17,9.28125,1.9453125,-7.3359375,3.384765625,0.87939453125
185,DownloadString,fa2y/malicious_samples/66e616a6db7c652380d71a3ef3a5a920617e12282f3b096fdd9a4b6931332871.ps1,7,3.421875,0.3125,-3.109375,4.5546875,0.7744140625
187,DownloadString,fa2y/malicious_samples/cfdd6cb1f474ff9e5a32b8458c85d4e00426ddb444a25268af568fd206e54935.ps1,7,8.078125,5.859375,-2.21875,2.1015625,0.95703125
188,DownloadString,fa2y/malicious_samples/2286d8a6c28a241bf64d1b2aa13f56b13eca9307fadf867cd46f796036232918.ps1,7,6.4765625,3.609375,-2.8671875,3.201171875,0.8935546875
191,DownloadString,fa2y/malicious_samples/c96ff921fe8f2a717f5a3b68338f7a9e55f49b80ddbb8f311fd8a8a14bacb3f0.ps1,7,11.5234375,2.3984375,-9.125,2.830078125,0.91796875
192,DownloadString,fa2y/malicious_samples/956ae0450270a713afa748b49bc6d91f1dc7069ee44788063946a4e38e01c541.ps1,7,13.0,7.8125,-5.1875,1.87890625,0.96630859375
193,DownloadString,fa2y/malicious_samples/5527ce6c4dfccf8a9ec5a911c2c90cec87747fb64efb3a636f6a5c82e01adbda.ps1,7,12.5625,10.46875,-2.09375,1.7109375,0.97265625
195,DownloadString,fa2y/bazaar_out/35dc90d78ee0b06d9ae6e037ca5174192779fd703fdd841ac60217a66a5136bc.ps1,12,11.7734375,5.46875,-6.3046875,4.4609375,0.78369140625
196,DownloadString,3537.ps1,16,3.3203125,0.9375,-2.3828125,2.802734375,0.91943359375
197,DownloadString,fa2y/malicious_samples/83ce46194d8b16b4a90eba47a988732716360c109a61bb086982e70eb02134c3.ps1,9,9.71875,5.4609375,-4.2578125,1.8740234375,0.96435546875
199,DownloadString,722.ps1,8,4.046875,1.1640625,-2.8828125,3.263671875,0.8916015625
200,DownloadString,fa2y/malicious_samples/b89a5e4b0854dd757e97d0d58f7b67a21a11cecae91a3212bcdaf206f708cc30.ps1,8,4.03125,1.1640625,-2.8671875,3.259765625,0.89111328125
201,DownloadString,fa2y/malicious_samples/6c464e2cecabc7483c3beda5f25e3351e6e7713545f97adb85638c684c7c42d8.ps1,12,9.90625,3.8984375,-6.0078125,3.37890625,0.8779296875
203,DownloadString,fa2y/malicious_samples/e5fffd59d2d33b4678a5096bfe5f93863cf5728ed0c218c1b0283ab79d5e8d11.ps1,12,8.7578125,3.1796875,-5.578125,3.06640625,0.90185546875
204,DownloadString,fa2y/malicious_samples/77aaa2de1e56263c8e423359d3077819bd17a663df40bb1a59164c013edd2675.ps1,7,9.2734375,3.5703125,-5.703125,4.06640625,0.82373046875
205,DownloadString,fa2y/malicious_samples/b73cb72f2f492c4517672eb72de9fee0d10cac6e888827dcd2059d3599b65c07.ps1,7,9.5546875,3.515625,-6.0390625,4.0,0.830078125
207,DownloadString,fa2y/malicious_samples/20f755e82b8444b24e636e955497f4e5906da7cef20362c01ed2c69bf597018c.ps1,11,6.9453125,4.46875,-2.4765625,2.365234375,0.9404296875
208,DownloadString,fa2y/malicious_samples/049883df901d9bee787005a86aacb816cd8b669cb900d735ca284779bdcdd983.ps1,11,8.9453125,7.2578125,-1.6875,3.509765625,0.86474609375
209,DownloadString,fa2y/malicious_samples/f1512121377959327661adeee0f09c7bd82706e83a0b02871b4ab5787fb60160-obf-out-obfuscatedast.ps1,13,6.59375,5.3671875,-1.2265625,2.923828125,0.9052734375
213,DownloadString,2139.ps1,11,8.46875,4.59375,-3.875,1.873046875,0.9638671875
215,DownloadString,fa2y/malicious_samples/9956708a2d137761c4db532e756f3b0334e494e3d0ee9bac694408330e90eef1-obf-out-obfuscatedtokencommand.ps1,7,6.0234375,4.8046875,-1.21875,1.2685546875,0.982421875
216,DownloadString,fa2y/malicious_samples/6fdb0e55700963ba4bd389e29b30c566bda1bc3534053636ab48e76838337c42.ps1,19,10.65625,12.328125,1.671875,3.912109375,0.83251953125
219,DownloadString,fa2y/malicious_samples/f955f82c4df93b8891632b5aaddb7aea5d91fc55b134a38dc32238b0fab4efad.ps1,22,4.5625,2.5625,-2.0,1.830078125,0.96337890625
220,DownloadString,fa2y/malicious_samples/9621c8923e0f953c6f01c646d05e235fe7e227edb61b643528ccf26dd40562d0.ps1,22,2.921875,2.140625,-0.78125,1.890625,0.96240234375
221,DownloadString,fa2y/malicious_samples/74db94b80c2c87da49d7825b4e9fdec35c61d5b3b996d6121dfc220fd9ce2c6a.ps1,7,3.46875,4.03125,0.5625,1.177734375,0.98583984375
223,DownloadString,fa2y/malicious_samples/705983b1ae0cd9f6b1caac7de75d8a51da7272dada5a01406a59214b358e1de3.ps1,11,2.484375,3.2578125,0.7734375,1.7392578125,0.96728515625
225,DownloadString,fa2y/malicious_samples/5f3981bc5fcf7f73e0048bba60a5b33a30f21a2d4ada131ef48f4273bbf2ee8c.ps1,32,2.09375,3.5859375,1.4921875,0.97412109375,0.98974609375
227,FromBase64String,fa2y/malicious_samples/231032778ec6e8baa7807ce3aeae9924bd62a36516d2655219d9334e0339c874.ps1,6,7.0625,2.59375,-4.46875,4.625,0.7705078125
228,FromBase64String,fa2y/malicious_samples/6720e41d88ed2f892215d88b38aa9a971695bc7a97dfcc2ed9a46762cb7b7fb1-obf-out-compressedcommand.ps1,10,4.03125,4.5234375,0.4921875,1.3486328125,0.98046875
229,FromBase64String,fa2y/malicious_samples/da55a541a85869e526346ae2bff1bc8f2658e49cbf7c0a13a038e34cc9b61c80-obf-out-compressedcommand.ps1,8,4.3046875,5.2421875,0.9375,1.251953125,0.98388671875
230,FromBase64String,3780.ps1,6,2.3046875,1.6953125,-0.609375,1.2783203125,0.98193359375
231,FromBase64String,fa2y/malicious_samples/8dda9183d7180c5cdbf9d9c55eaab049d617d29c507570f7697b3755cb65e3c8-obf-out-compressedcommand.ps1,8,4.3046875,4.46875,0.1640625,1.1669921875,0.9853515625
232,FromBase64String,fa2y/malicious_samples/267664dc02eed4515fef26ea374e818fb95839e156c42996d619a3855ec8b1b2.ps1,8,7.3203125,8.375,1.0546875,1.689453125,0.97021484375
233,FromBase64String,fa2y/malicious_samples/ab5bf66fd34dc6b81e63b467464414b59e44a122c5b91e82c3a4e37b9aabb162-obf-out-compressedcommand.ps1,7,3.625,4.5390625,0.9140625,1.298828125,0.982421875
234,FromBase64String,1298.ps1,10,3.640625,2.7734375,-0.8671875,2.78515625,0.92041015625
235,FromBase64String,fa2y/bazaar_out/30df07523893ca219ac095913a018d1ad9e67bd00cac71eb803576dec81ecdbe.ps1,10,1.0078125,0.875,-0.1328125,2.08984375,0.9501953125
237,FromBase64String,fa2y/bazaar_out/49a3a414ff31030593bd744da620e60bac8cef1b8e04ad988bc7badd95e76595.ps1,14,7.8203125,8.21875,0.3984375,1.23828125,0.98388671875
238,FromBase64String,fa2y/malicious_samples/c304d09d544389d3cf8189c31626aa7f8cd0309af4633bf50f7f257410d68d0e.ps1,4,4.7109375,4.609375,-0.1015625,0.87255859375,0.9921875
239,FromBase64String,fa2y/malicious_samples/18e8ab49b90eed2ac39d90318f74a03a17bc68e0f872df251722838c27e70040-obf-out-compressedcommand.ps1,12,3.3984375,3.421875,0.0234375,1.2255859375,0.98291015625
241,FromBase64String,git_53.ps1,6,5.0,7.8046875,2.8046875,1.1298828125,0.98681640625
242,FromBase64String,fa2y/malicious_samples/689ef586030f08e6211a2d41774c754ea79cf70c02c33e41c85902675811e45e.ps1,4,2.71875,3.390625,0.671875,0.859375,0.9921875
243,FromBase64String,fa2y/malicious_samples/0f85c95c4523ebdc36170b40983b8b87d13b7d9cc0d6fc07833f0d7eac753509.ps1,10,3.46875,2.1875,-1.28125,1.4306640625,0.97802734375
244,FromBase64String,fa2y/malicious_samples/fbc38f612dfe98d432c4c89baf3af966f94d5f655e961032b0d7dc1dbc4ee986.ps1,10,3.3359375,2.53125,-0.8046875,0.99755859375,0.9892578125
245,FromBase64String,fa2y/malicious_samples/5174ad7e592b238bc346dda34260b2d173ba101613da5487f2c3d75af23af5ec.ps1,10,2.34375,2.6171875,0.2734375,0.9814453125,0.9892578125
247,FromBase64String,fa2y/malicious_samples/3c7475adb1490d29ac16a1a723f3a7c8cbd24fd78fe2a2fbdc1fb07f9fbf65d0.ps1,20,6.1640625,6.1953125,0.03125,1.4443359375,0.9775390625
248,FromBase64String,fa2y/malicious_samples/53219d031421df8283f90845ce406ea2a4300cbc0af07136ac3ab6e9bd07b085.ps1,6,1.4453125,2.421875,0.9765625,1.24609375,0.98193359375
249,FromBase64String,fa2y/malicious_samples/170d4801dbfd7d0933467b7a309240d943b57a106e8e7bbf8283d7fa379089a1.ps1,10,3.296875,2.40625,-0.890625,0.9453125,0.990234375
250,FromBase64String,fa2y/malicious_samples/93b9220639021cb8755213b2369503667fecca7b1e311d5a97483b4f017c60f4.ps1,4,0.96875,1.359375,0.390625,0.6298828125,0.99560546875
251,FromBase64String,fa2y/malicious_samples/52164309bdf96b5089a7087b59a107d724f8fcc59c3280b7d5223a8d4092d3d9.ps1,6,1.6796875,1.046875,-0.6328125,4.5390625,0.7470703125
253,FromBase64String,fa2y/malicious_samples/b0260d51963f7503f819711925e02e1ce26b6495a852d69401ee05a6b43cbe9a.ps1,10,3.265625,2.71875,-0.546875,1.064453125,0.98779296875
254,FromBase64String,fa2y/malicious_samples/891359bc9a0a11c4210a8cb37a3db2ce11ce31c67e80ee4c52489ea62cc8df77.ps1,6,-1.009765625,-0.96630859375,0.04345703125,6.265625,0.68505859375
255,FromBase64String,fa2y/malicious_samples/3430a2524562462081821d4a8a2740959f646a77c6ccc3dcc803b03b645cb2ea.ps1,4,0.165771484375,0.15087890625,-0.014892578125,1.4521484375,0.978515625
257,FromBase64String,fa2y/malicious_samples/95fc5c0111c074add13893cc4b7b7ad2e5212a2abdbb6d96a305931a8fe5aa12.ps1,4,0.75390625,0.6640625,-0.08984375,1.8017578125,0.96728515625
259,FromBase64String,fa2y/malicious_samples/045fbe1653f85ae22751b118a9d991fdd815b9dd4991d9e519bfc219da7a7cb6.ps1,12,1.642578125,1.55859375,-0.083984375,1.3916015625,0.98046875
260,FromBase64String,fa2y/malicious_samples/f9a2b7fad1b59c274188ba5f3a9a15a771540cd4835caec67a5b89f76adb590f.ps1,12,1.642578125,1.55859375,-0.083984375,1.3916015625,0.98046875
262,FromBase64String,fa2y/malicious_samples/595a91a3c66bac6ec002004d8e5a786402c25a97c4e16fce195b8b802fe3d19b.ps1,4,-1.2568359375,-1.2568359375,0.0,0.0,1.0009765625
263,FromBase64String,fa2y/malicious_samples/06e92e80d62a58b7e4bd45de90c791cd638261feb3467f2b66844126fd92839d.ps1,12,-3.02734375,-3.02734375,0.0,0.0,1.0
264,FromBase64String,fa2y/malicious_samples/8b5014a82242be12f57feb30b6bb68e9670eb2619d789b6332a7a8ee8e5b7dbe.ps1,4,-0.114990234375,-0.114990234375,0.0,0.0,1.0009765625
265,FromBase64String,fa2y/bazaar_out/58c562a4ce0bec25f7495b7b97e3faf527ac2a150bed7da54bbe3b7dfa5a68ec.ps1,4,0.083984375,0.205078125,0.12109375,2.298828125,0.9560546875
267,FromBase64String,fa2y/malicious_samples/5b30714e29810d3d798c2f537b390013ddf2119027d4e15cba1ad503380bdba1.ps1,4,-0.114990234375,-0.114990234375,0.0,0.0,1.0009765625
268,FromBase64String,fa2y/malicious_samples/b946ddcdde8348a74a47ffca60160ff81f34614e7616082c21ea372139effff1.ps1,20,1.2333984375,0.9619140625,-0.271484375,1.61328125,0.97900390625
270,FromBase64String,fa2y/malicious_samples/cb38f72c7961c9342563f8a49cd042c2320b05c3233a70cce1223e03ac944dc6.ps1,4,1.3408203125,1.3408203125,0.0,0.0,1.0
271,IEX,fa2y/malicious_samples/f55369c6d50c5a57c0a54c0d1a1560c0601e17f08d64f94a0fea9eed9768beae.ps1,2,8.7109375,3.859375,-4.8515625,5.02734375,0.72412109375
272,IEX,fa2y/malicious_samples/93a790e0a65d0a47a7988e81f069c4c7044802c50848735dcaf0f6b0ef921dcd.ps1,2,10.203125,2.828125,-7.375,5.42578125,0.6708984375
273,IEX,784.ps1,2,5.46875,1.0234375,-4.4453125,4.3203125,0.80078125
276,IEX,2752.ps1,2,6.375,1.7890625,-4.5859375,3.978515625,0.83740234375
277,IEX,fa2y/malicious_samples/26493876411716e344173fdfd39aa4e85e740361f53b92ef17eba897890c50e4.ps1,2,6.65625,1.7890625,-4.8671875,3.96484375,0.837890625
278,IEX,fa2y/malicious_samples/96d6a9c601102cb92802dfc3f8774cdc26fd778e1968de2eca6d0a4d2a873b4e.ps1,2,6.1875,2.21875,-3.96875,3.732421875,0.85791015625
281,IEX,fa2y/malicious_samples/417a0be8ef6073897f81fa6912d3a203a9aea432e16af30fe32376671cfa0d44.ps1,2,11.84375,7.984375,-3.859375,1.9482421875,0.962890625
282,IEX,fa2y/malicious_samples/94601fc7759612cc1ce13844d6c26cd3ac2e547a1c96e87ae4e2b87a1c2c57e1.ps1,2,11.8828125,10.734375,-1.1484375,3.169921875,0.8974609375
283,IEX,fa2y/malicious_samples/c6fa4b3ca516e95393f00f9a52fee1723aa5b8dbf2241abf933bb2a04f4c93b2-obf-out-obfuscatedtokencommand.ps1,2,9.0625,7.109375,-1.953125,2.015625,0.95751953125
284,IEX,fa2y/malicious_samples/57444d33e423ceed45e79f12208fa085e3cb041e3deb904f1c5404f4774cf20e.ps1,4,4.703125,2.4296875,-2.2734375,3.08984375,0.8916015625
286,IEX,fa2y/bazaar_out/60432d413022568476a12ceb8f9c03b5db0feecb794241a2eccf3b2f7cc4ea72.ps1,2,10.65625,9.546875,-1.109375,1.353515625,0.98193359375
287,IEX,fa2y/malicious_samples/927dbf8e34afe2ca1e73bb4bf1f2072149c0426654a225620711f3a22b1427e6.ps1,2,11.640625,10.3671875,-1.2734375,1.3154296875,0.98291015625
288,IEX,fa2y/malicious_samples/c2b36b85912beb182bdb10571c4b2ec6547bf14c5b074a56e779643882d0ca75.ps1,2,8.140625,8.3046875,0.1640625,1.103515625,0.98779296875
289,IEX,fa2y/malicious_samples/e6268aa465a623be3d90f4bebd5719954a9bfb7bdbb2fdb06607221bb548521c.ps1,8,7.9453125,8.0390625,0.09375,1.3876953125,0.9794921875
291,IEX,fa2y/malicious_samples/2d336ee677f040b0c8138cf4a69b78d4e3ae1f99dbd83327f013df6a1d28fe8a.ps1,8,9.25,9.109375,-0.140625,1.4306640625,0.97802734375
292,IEX,fa2y/malicious_samples/5921fbf975020277efb4018858252ba81765a3bbeedf1b67061691faf6f4f6da.ps1,8,8.3203125,7.6484375,-0.671875,1.2724609375,0.982421875
293,IEX,fa2y/malicious_samples/7ce62c06be515c4e3e45f855d4ffd3d03cb6f9d78d7387e397881f5cedeb6ce5.ps1,8,8.6640625,9.0859375,0.421875,1.263671875,0.98193359375
296,IEX,fa2y/malicious_samples/74e957d7f0163caf1a06bb336673f8fc3a4c8a41a0f7c03efac5de8193e982c5.ps1,2,3.8828125,3.8359375,-0.046875,0.693359375,0.9951171875
297,IEX,fa2y/malicious_samples/ec422df6e413a605e4fe0aa309e7d1c5fa193fa9487472ea6a82a1aa98cf3aee.ps1,2,3.7578125,3.8203125,0.0625,0.6865234375,0.9951171875
298,IEX,fa2y/malicious_samples/c01517adb31ce7c35e2341bd0d22c9ff1c57ba430ca47aaf8b955e56a1861279.ps1,4,7.1328125,3.875,-3.2578125,3.193359375,0.88427734375
299,IEX,fa2y/malicious_samples/c31125114cef9984b769bdeae4f265a1553aeb8a6c826df122b66658c31ad5b8.ps1,2,3.578125,2.484375,-1.09375,0.68994140625,0.9951171875
301,IEX,fa2y/malicious_samples/21851303a344f1c0df701b10a6885a6a7bd2cea8554e00fcd9a9cc1bbf882d07.ps1,2,4.4140625,5.6640625,1.25,1.0,0.98974609375
302,IEX,fa2y/malicious_samples/70cf71b129e8f5a9c0805007aac64703bda49d6cc5613eb547db19b4621059fb.ps1,4,12.390625,13.1484375,0.7578125,0.84228515625,0.9921875
304,IEX,fa2y/malicious_samples/672d0bab4725b21039b9c2ab4147ff50fafc1622061da6ab191c31d5c88aebf9.ps1,2,3.171875,0.640625,-2.53125,3.0546875,0.888671875
306,IEX,fa2y/malicious_samples/ba5b42e50b3b40e610f8d194b00f29016a1fd3933a3558eecc71b170fb8ffae3-obf-out-encodedbinarycommand.ps1,2,-0.5,-0.5,0.0,0.0,1.0
307,Invoke-Expression,fa2y/malicious_samples/bb7ed7fc743fca6580548f10fd120bcfc876241147dbab7ad93ce5d70677d6d1-obf-out-encodedhexcommand.ps1,9,5.0859375,2.765625,-2.3203125,1.55078125,0.9716796875
309,Invoke-Expression,fa2y/malicious_samples/7cfd8d4f70696d1369eb1a3707a740186099c1bbb000739989c2d73f16a97c5d-obf-out-compressedcommand.ps1,18,2.9296875,5.0078125,2.078125,3.06640625,0.89501953125
310,Invoke-Expression,fa2y/malicious_samples/fc9da60ea75819923b8a947dfe2ac25422bc534ae45b680bb8b177cb2e90415d.ps1,3,7.609375,7.09375,-0.515625,1.9287109375,0.9609375
311,Invoke-Expression,2019.ps1,7,1.4609375,1.8359375,0.375,0.87060546875,0.99169921875
312,Invoke-Expression,fa2y/malicious_samples/6fdb0e55700963ba4bd389e29b30c566bda1bc3534053636ab48e76838337c42-obf-out-compressedcommand.ps1,17,2.3359375,2.5859375,0.25,3.03125,0.8994140625
313,Invoke-Expression,fa2y/malicious_samples/882a95aefca2a66599c6268f9e10fae7e981fdcea3adda7ea2e4dce403cb22d8-obf-out-encodedoctalcommand.ps1,10,3.515625,3.7265625,0.2109375,3.54296875,0.85546875
315,Invoke-Expression,2789.ps1,7,1.328125,1.7421875,0.4140625,0.94580078125,0.990234375
316,Invoke-Expression,fa2y/malicious_samples/809c76fa535ae6532ce29d85d8ca042036f4d0c3f4a536efecdf78e5b85e9c5b.ps1,7,0.609375,1.0078125,0.3984375,0.91845703125,0.9912109375
317,Invoke-Expression,fa2y/malicious_samples/a016a05d13922dee685aa0f95e56db95a4842495a58315e180ff53446a07ab5b.ps1,7,1.515625,2.40625,0.890625,1.1796875,0.9853515625
318,Invoke-Expression,fa2y/malicious_samples/6c2ed7cdc414f6d2e1f6e990862dfa7ddbd3552449d0f88c8003115e608ea329-obf-out-obfuscatedstringcommand.ps1,10,1.7109375,1.6953125,-0.015625,2.419921875,0.9326171875
319,Invoke-Expression,fa2y/malicious_samples/6a5143a5232da7029d514d5770aa7d4be5c222e810049d20a8ee30657f38cb69.ps1,3,4.375,5.3359375,0.9609375,0.9033203125,0.9912109375
322,Invoke-Expression,fa2y/malicious_samples/542bce4aff052501d5c6cc44b6075f8b908d428f4b1ce3baae88aaabdd1621f0.ps1,3,9.8203125,9.671875,-0.1484375,1.1044921875,0.98681640625
323,Invoke-Expression,fa2y/bazaar_out/fb229c4d9cd3913b2673941328b6183e8644dd8bc7736cd4a7a63bf4ccb6d540.ps1,10,-1.103515625,-1.0966796875,0.0068359375,1.021484375,0.9892578125
324,Invoke-Expression,fa2y/malicious_samples/04546bb1d59614970be25ef1d0170617fcdce816721112c37065123dc2278385.ps1,8,4.796875,6.0078125,1.2109375,1.2080078125,0.9833984375
326,Invoke-Expression,fa2y/malicious_samples/6c6a532d65c218edf11c3907110235545cc54700cbb30c39ec070746892d7405-obf-out-encodedasciicommand.ps1,10,1.921875,1.921875,0.0,0.0,1.0
328,Invoke-Expression,fa2y/malicious_samples/c8de1b23be55fdd7cd344f4f4f49efad6509d54ec92b019d084bb74e0ef1c1e0-obf-out-encodedoctalcommand.ps1,7,-0.4716796875,-0.4716796875,0.0,0.0,0.99951171875
334,Invoke-Expression,fa2y/malicious_samples/4f0623d9f0e82f23e9b197e549fb21803c078e9c7fadcbca5c1109429e0fec67-obf-out-encodedoctalcommand.ps1,9,0.916015625,0.916015625,0.0,0.0,0.99951171875
335,Invoke-Expression,git_129.ps1,5,1.5869140625,1.5869140625,0.0,0.0,1.0
339,Invoke-WebRequest,1362.ps1,3,6.6484375,3.2421875,-3.40625,1.6630859375,0.97119140625
341,Invoke-WebRequest,fa2y/malicious_samples/d1727799f2fa203f982f632e38e2add1a8d4591086994422871baa8ba541deb3.ps1,3,11.875,9.234375,-2.640625,1.599609375,0.974609375
342,Invoke-WebRequest,fa2y/malicious_samples/931e9ed169ed0863ac4d1f3aa76c9ab110006583a131953f6d0dc67fe47b094c.ps1,3,8.21875,6.171875,-2.046875,1.611328125,0.97509765625
344,Invoke-WebRequest,fa2y/malicious_samples/09e9a397f6be8c687f716aed44247aa05c4fd170359c1d20347ac090f426aace.ps1,3,11.953125,6.1640625,-5.7890625,1.314453125,0.9833984375
345,Invoke-WebRequest,fa2y/malicious_samples/a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96.ps1,6,6.734375,4.5078125,-2.2265625,2.068359375,0.9580078125
348,Invoke-WebRequest,fa2y/malicious_samples/35f003c6ee4b9261caac262983739bceabc65c859b01414d170942cfd92de495.ps1,9,8.140625,3.25,-4.890625,3.021484375,0.90234375
349,Invoke-WebRequest,3834.ps1,19,9.9765625,5.828125,-4.1484375,3.291015625,0.87744140625
351,Invoke-WebRequest,fa2y/malicious_samples/9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100.ps1,14,3.015625,1.890625,-1.125,3.060546875,0.9013671875
354,Invoke-WebRequest,fa2y/malicious_samples/05590a49296fe206ab4dcc4e3cf94bf01f09910ff2c7a047af69d5216a2baf4a.ps1,6,6.125,6.6796875,0.5546875,2.466796875,0.9326171875
356,Invoke-WebRequest,fa2y/malicious_samples/317d2f6c25e5f1691bda01bbe0c356d13f5a2c290b46649d7f1d2fa816f70869.ps1,11,0.515625,1.4140625,0.8984375,4.0078125,0.81591796875
357,Invoke-WebRequest,fa2y/malicious_samples/bbb4f6581d6d0e726afe3b03fe745b433d268916b2cabe20f873198a94132d3b.ps1,11,0.703125,1.5078125,0.8046875,3.998046875,0.81787109375
358,Invoke-WebRequest,fa2y/bazaar_out/ab545dc8be89dea22434a08beb51b6c922a3fd23c08c17e99b7baa8a94a3fa72.ps1,21,3.921875,2.078125,-1.84375,3.361328125,0.87109375
359,Invoke-WebRequest,fa2y/malicious_samples/09d22d94fed5919827e32f0f9dbe616cb5b7293ce029b8ad83536ab7c38ef5d1.ps1,11,1.9921875,1.6171875,-0.375,3.046875,0.89990234375
362,Invoke-WebRequest,fa2y/malicious_samples/dcd1d5f4c4693ad518f44cf0103b92204afa4292470c73ac0d5ab71da2587407.ps1,6,5.5625,4.9140625,-0.6484375,1.3134765625,0.982421875
364,Invoke-WebRequest,fa2y/malicious_samples/8c25c88f09d1360edf837e0cf6b62cf5f789282e5b1f551cadd81f20bd743128.ps1,15,2.84375,3.9609375,1.1171875,1.56640625,0.9716796875
365,Invoke-WebRequest,fa2y/bazaar_out/6d303275b4efa0a453a2a97d5c259355f217f9881ad855ca7186613ae8d9bda2.ps1,14,6.078125,4.2265625,-1.8515625,1.2470703125,0.98193359375
366,Invoke-WebRequest,fa2y/malicious_samples/6942c318ec01dda1d4b2f08d838a5ef1aa9923e1e2ba8b31e223d37ae09b011a.ps1,14,6.6640625,4.0546875,-2.609375,1.2607421875,0.9814453125
367,Invoke-WebRequest,fa2y/malicious_samples/5e720e6b1d6a0f9a7ee4a18ca68e99a144b9b94c96532693473653b7f52b23bf.ps1,26,-1.453125,-1.7978515625,-0.3447265625,0.92724609375,0.99365234375
380,Invoke-WebRequest,fa2y/malicious_samples/820b05da3a92090dd83ad64488549b2cbbd597b8b74510a6247345d3bd17b000.ps1,9,-0.47265625,-0.353515625,0.119140625,1.048828125,0.9892578125
