layer,head,pair_count,mean_attention_delta,max_attention_delta
0,11,18,0.00452976290964418,0.006201788317412138
0,27,18,0.0028854883017225396,0.0037834341637790203
0,26,18,0.0020010467722184127,0.002747930120676756
0,25,17,0.002132754964644418,0.002741345204412937
0,24,16,0.0017363368533551693,0.0022911052219569683
0,29,1,0.004133868962526321,0.004133868962526321
0,1,1,0.0023804488591849804,0.0023804488591849804
0,23,1,0.0012207631953060627,0.0012207631953060627
