layer,head,pair_count,mean_attention_delta,max_attention_delta
0,22,4,0.0006229578284546733,0.0006229578284546733
0,11,4,0.0003646385157480836,0.0003646385157480836
0,28,4,0.00033939542481675744,0.00033939542481675744
0,13,4,0.00015617336612194777,0.00015617336612194777
0,19,4,0.00013974594185128808,0.00013974594185128808
