layer,head,pair_count,mean_attention_delta,max_attention_delta
0,14,4,0.0004863563517574221,0.0004863563517574221
0,11,4,0.00028348976047709584,0.00028348976047709584
0,31,4,-7.075029770930996e-07,-7.075029770930996e-07
0,23,4,-3.213481977581978e-05,-3.213481977581978e-05
0,30,4,-4.275342507753521e-05,-4.275342507753521e-05
