patch_label,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,7.6484375,-0.265625,-7.9140625,-103.4729315628192,29,DownloadString,1113.ps1,3438.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,6.9609375,-0.5,-7.4609375,-107.18294051627385,30,DownloadString,1113.ps1,3062.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,6.9609375,-0.5,-7.4609375,-107.18294051627385,30,DownloadString,1113.ps1,3062.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,7.640625,-0.578125,-8.21875,-107.56646216768917,31,DownloadString,1113.ps1,338.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,7.640625,-0.578125,-8.21875,-107.56646216768917,31,DownloadString,1113.ps1,338.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.2890625,-1.3203125,-4.609375,-140.14251781472683,32,DownloadString,1113.ps1,450.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.2890625,-1.3203125,-4.609375,-140.14251781472683,32,DownloadString,1113.ps1,450.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.2734375,-1.6484375,-2.921875,-229.4478527607362,33,FromBase64String,1670.ps1,3780.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.2734375,-1.6484375,-2.921875,-229.4478527607362,33,FromBase64String,1670.ps1,3780.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.5078125,0.28125,-1.2265625,-81.34715025906736,34,FromBase64String,1238.ps1,3537.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.5078125,0.28125,-1.2265625,-81.34715025906736,34,FromBase64String,1238.ps1,3537.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.125,-4.75,-102.7027027027027,35,FromBase64String,2781.ps1,1298.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.125,-4.75,-102.7027027027027,35,FromBase64String,2781.ps1,1298.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.125,-4.75,-102.7027027027027,36,FromBase64String,2781.ps1,2546.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.125,-4.75,-102.7027027027027,36,FromBase64String,2781.ps1,2546.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.125,-4.75,-102.7027027027027,37,FromBase64String,2781.ps1,905.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.125,-4.75,-102.7027027027027,37,FromBase64String,2781.ps1,905.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,7.203125,2.1640625,-5.0390625,-69.95661605206074,38,FromBase64String,4207.ps1,git_53.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,7.203125,2.1640625,-5.0390625,-69.95661605206074,38,FromBase64String,4207.ps1,git_53.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,5.390625,-0.5625,-5.953125,-110.43478260869566,39,FromBase64String,1444.ps1,2139.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,5.390625,-0.5625,-5.953125,-110.43478260869566,39,FromBase64String,1444.ps1,2139.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,-1.25,-4.5859375,-137.47072599531614,40,FromBase64String,1444.ps1,2792.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,-1.25,-4.5859375,-137.47072599531614,40,FromBase64String,1444.ps1,2792.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,-1.25,-4.5859375,-137.47072599531614,41,FromBase64String,1444.ps1,3988.ps1,True
