layer,component,base_logit_diff,ablated_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
4,mlp,1.5078125,2.125,0.6171875,40.932642487046635,4,FromBase64String,1238.ps1,3537.ps1,False
1,mlp,1.5078125,2.16796875,0.66015625,43.78238341968912,4,FromBase64String,1238.ps1,3537.ps1,False
12,attn,1.5078125,2.234375,0.7265625,48.18652849740933,4,FromBase64String,1238.ps1,3537.ps1,False
16,attn,1.5078125,2.3515625,0.84375,55.95854922279793,4,FromBase64String,1238.ps1,3537.ps1,False
31,mlp,1.5078125,2.3671875,0.859375,56.994818652849744,4,FromBase64String,1238.ps1,3537.ps1,False
25,attn,1.5078125,2.375,0.8671875,57.51295336787565,4,FromBase64String,1238.ps1,3537.ps1,False
10,attn,1.5078125,2.8828125,1.375,91.19170984455958,4,FromBase64String,1238.ps1,3537.ps1,False
28,mlp,1.5078125,2.9296875,1.421875,94.30051813471503,4,FromBase64String,1238.ps1,3537.ps1,False
5,attn,1.5078125,2.984375,1.4765625,97.92746113989638,4,FromBase64String,1238.ps1,3537.ps1,False
11,mlp,1.5078125,3.1953125,1.6875,111.91709844559585,4,FromBase64String,1238.ps1,3537.ps1,False
2,mlp,1.5078125,3.46875,1.9609375,130.05181347150258,4,FromBase64String,1238.ps1,3537.ps1,False
2,attn,1.5078125,3.7578125,2.25,149.22279792746113,4,FromBase64String,1238.ps1,3537.ps1,False
4,attn,1.5078125,4.1171875,2.609375,173.05699481865284,4,FromBase64String,1238.ps1,3537.ps1,False
1,attn,1.5078125,4.671875,3.1640625,209.84455958549222,4,FromBase64String,1238.ps1,3537.ps1,False
30,mlp,1.2734375,-0.828125,-2.1015625,-165.03067484662577,5,FromBase64String,1670.ps1,3780.ps1,True
0,mlp,1.2734375,-0.81201171875,-2.08544921875,-163.76533742331287,5,FromBase64String,1670.ps1,3780.ps1,True
1,mlp,1.2734375,-0.50146484375,-1.77490234375,-139.37883435582822,5,FromBase64String,1670.ps1,3780.ps1,True
0,attn,1.2734375,-0.27734375,-1.55078125,-121.77914110429448,5,FromBase64String,1670.ps1,3780.ps1,True
8,mlp,1.2734375,-0.125,-1.3984375,-109.81595092024541,5,FromBase64String,1670.ps1,3780.ps1,True
6,attn,1.2734375,0.125,-1.1484375,-90.1840490797546,5,FromBase64String,1670.ps1,3780.ps1,False
9,attn,1.2734375,0.140625,-1.1328125,-88.95705521472392,5,FromBase64String,1670.ps1,3780.ps1,False
5,mlp,1.2734375,0.234375,-1.0390625,-81.59509202453987,5,FromBase64String,1670.ps1,3780.ps1,False
24,attn,1.2734375,0.28125,-0.9921875,-77.91411042944786,5,FromBase64String,1670.ps1,3780.ps1,False
7,attn,1.2734375,0.40625,-0.8671875,-68.09815950920245,5,FromBase64String,1670.ps1,3780.ps1,False
7,mlp,1.2734375,0.453125,-0.8203125,-64.41717791411043,5,FromBase64String,1670.ps1,3780.ps1,False
10,mlp,1.2734375,0.46875,-0.8046875,-63.190184049079754,5,FromBase64String,1670.ps1,3780.ps1,False
11,attn,1.2734375,0.5703125,-0.703125,-55.21472392638037,5,FromBase64String,1670.ps1,3780.ps1,False
21,mlp,1.2734375,0.5703125,-0.703125,-55.21472392638037,5,FromBase64String,1670.ps1,3780.ps1,False
14,mlp,1.2734375,0.75,-0.5234375,-41.104294478527606,5,FromBase64String,1670.ps1,3780.ps1,False
9,mlp,1.2734375,0.8515625,-0.421875,-33.12883435582822,5,FromBase64String,1670.ps1,3780.ps1,False
8,attn,1.2734375,0.8828125,-0.390625,-30.67484662576687,5,FromBase64String,1670.ps1,3780.ps1,False
16,mlp,1.2734375,0.9140625,-0.359375,-28.22085889570552,5,FromBase64String,1670.ps1,3780.ps1,False
24,mlp,1.2734375,0.921875,-0.3515625,-27.607361963190186,5,FromBase64String,1670.ps1,3780.ps1,False
6,mlp,1.2734375,0.9375,-0.3359375,-26.380368098159508,5,FromBase64String,1670.ps1,3780.ps1,False
19,attn,1.2734375,0.9453125,-0.328125,-25.766871165644172,5,FromBase64String,1670.ps1,3780.ps1,False
2,mlp,1.2734375,0.96875,-0.3046875,-23.92638036809816,5,FromBase64String,1670.ps1,3780.ps1,False
4,mlp,1.2734375,0.984375,-0.2890625,-22.699386503067483,5,FromBase64String,1670.ps1,3780.ps1,False
31,attn,1.2734375,0.9921875,-0.28125,-22.085889570552148,5,FromBase64String,1670.ps1,3780.ps1,False
13,mlp,1.2734375,1.0078125,-0.265625,-20.858895705521473,5,FromBase64String,1670.ps1,3780.ps1,False
15,attn,1.2734375,1.0234375,-0.25,-19.631901840490798,5,FromBase64String,1670.ps1,3780.ps1,False
21,attn,1.2734375,1.0703125,-0.203125,-15.950920245398773,5,FromBase64String,1670.ps1,3780.ps1,False
20,mlp,1.2734375,1.109375,-0.1640625,-12.883435582822086,5,FromBase64String,1670.ps1,3780.ps1,False
18,attn,1.2734375,1.1640625,-0.109375,-8.588957055214724,5,FromBase64String,1670.ps1,3780.ps1,False
17,mlp,1.2734375,1.171875,-0.1015625,-7.975460122699387,5,FromBase64String,1670.ps1,3780.ps1,False
27,attn,1.2734375,1.171875,-0.1015625,-7.975460122699387,5,FromBase64String,1670.ps1,3780.ps1,False
27,mlp,1.2734375,1.1796875,-0.09375,-7.361963190184049,5,FromBase64String,1670.ps1,3780.ps1,False
26,mlp,1.2734375,1.203125,-0.0703125,-5.521472392638037,5,FromBase64String,1670.ps1,3780.ps1,False
19,mlp,1.2734375,1.2578125,-0.015625,-1.2269938650306749,5,FromBase64String,1670.ps1,3780.ps1,False
23,attn,1.2734375,1.3046875,0.03125,2.4539877300613497,5,FromBase64String,1670.ps1,3780.ps1,False
20,attn,1.2734375,1.328125,0.0546875,4.294478527607362,5,FromBase64String,1670.ps1,3780.ps1,False
22,mlp,1.2734375,1.3359375,0.0625,4.9079754601226995,5,FromBase64String,1670.ps1,3780.ps1,False
28,attn,1.2734375,1.34375,0.0703125,5.521472392638037,5,FromBase64String,1670.ps1,3780.ps1,False
22,attn,1.2734375,1.3671875,0.09375,7.361963190184049,5,FromBase64String,1670.ps1,3780.ps1,False
10,attn,1.2734375,1.375,0.1015625,7.975460122699387,5,FromBase64String,1670.ps1,3780.ps1,False
5,attn,1.2734375,1.3828125,0.109375,8.588957055214724,5,FromBase64String,1670.ps1,3780.ps1,False
29,attn,1.2734375,1.40625,0.1328125,10.429447852760736,5,FromBase64String,1670.ps1,3780.ps1,False
23,mlp,1.2734375,1.453125,0.1796875,14.11042944785276,5,FromBase64String,1670.ps1,3780.ps1,False
30,attn,1.2734375,1.4765625,0.203125,15.950920245398773,5,FromBase64String,1670.ps1,3780.ps1,False
25,mlp,1.2734375,1.484375,0.2109375,16.56441717791411,5,FromBase64String,1670.ps1,3780.ps1,False
17,attn,1.2734375,1.53125,0.2578125,20.245398773006134,5,FromBase64String,1670.ps1,3780.ps1,False
29,mlp,1.2734375,1.5546875,0.28125,22.085889570552148,5,FromBase64String,1670.ps1,3780.ps1,False
15,mlp,1.2734375,1.5859375,0.3125,24.539877300613497,5,FromBase64String,1670.ps1,3780.ps1,False
18,mlp,1.2734375,1.6015625,0.328125,25.766871165644172,5,FromBase64String,1670.ps1,3780.ps1,False
31,mlp,1.2734375,1.609375,0.3359375,26.380368098159508,5,FromBase64String,1670.ps1,3780.ps1,False
26,attn,1.2734375,1.640625,0.3671875,28.834355828220858,5,FromBase64String,1670.ps1,3780.ps1,False
3,attn,1.2734375,1.65625,0.3828125,30.061349693251532,5,FromBase64String,1670.ps1,3780.ps1,False
1,attn,1.2734375,1.671875,0.3984375,31.28834355828221,5,FromBase64String,1670.ps1,3780.ps1,False
13,attn,1.2734375,1.6875,0.4140625,32.515337423312886,5,FromBase64String,1670.ps1,3780.ps1,False
14,attn,1.2734375,1.8515625,0.578125,45.39877300613497,5,FromBase64String,1670.ps1,3780.ps1,False
2,attn,1.2734375,1.875,0.6015625,47.239263803680984,5,FromBase64String,1670.ps1,3780.ps1,False
25,attn,1.2734375,1.875,0.6015625,47.239263803680984,5,FromBase64String,1670.ps1,3780.ps1,False
16,attn,1.2734375,1.9921875,0.71875,56.44171779141104,5,FromBase64String,1670.ps1,3780.ps1,False
12,attn,1.2734375,2.0,0.7265625,57.05521472392638,5,FromBase64String,1670.ps1,3780.ps1,False
4,attn,1.2734375,2.09375,0.8203125,64.41717791411043,5,FromBase64String,1670.ps1,3780.ps1,False
3,mlp,1.2734375,2.1328125,0.859375,67.48466257668711,5,FromBase64String,1670.ps1,3780.ps1,False
12,mlp,1.2734375,2.15625,0.8828125,69.32515337423312,5,FromBase64String,1670.ps1,3780.ps1,False
11,mlp,1.2734375,2.5,1.2265625,96.31901840490798,5,FromBase64String,1670.ps1,3780.ps1,False
28,mlp,1.2734375,2.953125,1.6796875,131.90184049079755,5,FromBase64String,1670.ps1,3780.ps1,False
1,mlp,5.390625,-0.56591796875,-5.95654296875,-110.49818840579711,6,FromBase64String,1444.ps1,2139.ps1,True
0,mlp,5.390625,0.6171875,-4.7734375,-88.55072463768116,6,FromBase64String,1444.ps1,2139.ps1,False
8,mlp,5.390625,0.65625,-4.734375,-87.82608695652175,6,FromBase64String,1444.ps1,2139.ps1,False
7,mlp,5.390625,1.21875,-4.171875,-77.39130434782608,6,FromBase64String,1444.ps1,2139.ps1,False
9,mlp,5.390625,1.375,-4.015625,-74.4927536231884,6,FromBase64String,1444.ps1,2139.ps1,False
6,mlp,5.390625,1.4453125,-3.9453125,-73.18840579710145,6,FromBase64String,1444.ps1,2139.ps1,False
7,attn,5.390625,1.59375,-3.796875,-70.43478260869566,6,FromBase64String,1444.ps1,2139.ps1,False
0,attn,5.390625,1.765625,-3.625,-67.2463768115942,6,FromBase64String,1444.ps1,2139.ps1,False
2,mlp,5.390625,2.2421875,-3.1484375,-58.405797101449274,6,FromBase64String,1444.ps1,2139.ps1,False
9,attn,5.390625,2.2421875,-3.1484375,-58.405797101449274,6,FromBase64String,1444.ps1,2139.ps1,False
8,attn,5.390625,2.484375,-2.90625,-53.91304347826087,6,FromBase64String,1444.ps1,2139.ps1,False
13,attn,5.390625,2.6328125,-2.7578125,-51.15942028985507,6,FromBase64String,1444.ps1,2139.ps1,False
11,attn,5.390625,2.671875,-2.71875,-50.43478260869565,6,FromBase64String,1444.ps1,2139.ps1,False
10,mlp,5.390625,2.71875,-2.671875,-49.56521739130435,6,FromBase64String,1444.ps1,2139.ps1,False
14,attn,5.390625,2.7734375,-2.6171875,-48.55072463768116,6,FromBase64String,1444.ps1,2139.ps1,False
6,attn,5.390625,2.78125,-2.609375,-48.40579710144928,6,FromBase64String,1444.ps1,2139.ps1,False
16,mlp,5.390625,2.7890625,-2.6015625,-48.26086956521739,6,FromBase64String,1444.ps1,2139.ps1,False
3,mlp,5.390625,2.9296875,-2.4609375,-45.65217391304348,6,FromBase64String,1444.ps1,2139.ps1,False
5,mlp,5.390625,2.96875,-2.421875,-44.927536231884055,6,FromBase64String,1444.ps1,2139.ps1,False
15,attn,5.390625,3.0234375,-2.3671875,-43.913043478260875,6,FromBase64String,1444.ps1,2139.ps1,False
12,mlp,5.390625,3.0234375,-2.3671875,-43.913043478260875,6,FromBase64String,1444.ps1,2139.ps1,False
4,mlp,5.390625,3.09375,-2.296875,-42.608695652173914,6,FromBase64String,1444.ps1,2139.ps1,False
12,attn,5.390625,3.1171875,-2.2734375,-42.173913043478265,6,FromBase64String,1444.ps1,2139.ps1,False
10,attn,5.390625,3.2421875,-2.1484375,-39.85507246376812,6,FromBase64String,1444.ps1,2139.ps1,False
17,attn,5.390625,3.4140625,-1.9765625,-36.666666666666664,6,FromBase64String,1444.ps1,2139.ps1,False
24,attn,5.390625,3.484375,-1.90625,-35.36231884057971,6,FromBase64String,1444.ps1,2139.ps1,False
24,mlp,5.390625,3.6015625,-1.7890625,-33.18840579710145,6,FromBase64String,1444.ps1,2139.ps1,False
15,mlp,5.390625,3.6796875,-1.7109375,-31.73913043478261,6,FromBase64String,1444.ps1,2139.ps1,False
3,attn,5.390625,3.7578125,-1.6328125,-30.289855072463766,6,FromBase64String,1444.ps1,2139.ps1,False
31,attn,5.390625,4.0859375,-1.3046875,-24.20289855072464,6,FromBase64String,1444.ps1,2139.ps1,False
5,attn,5.390625,4.15625,-1.234375,-22.89855072463768,6,FromBase64String,1444.ps1,2139.ps1,False
13,mlp,5.390625,4.2890625,-1.1015625,-20.434782608695652,6,FromBase64String,1444.ps1,2139.ps1,False
29,mlp,5.390625,4.4453125,-0.9453125,-17.53623188405797,6,FromBase64String,1444.ps1,2139.ps1,False
11,mlp,5.390625,4.453125,-0.9375,-17.391304347826086,6,FromBase64String,1444.ps1,2139.ps1,False
16,attn,5.390625,4.453125,-0.9375,-17.391304347826086,6,FromBase64String,1444.ps1,2139.ps1,False
27,attn,5.390625,4.609375,-0.78125,-14.492753623188406,6,FromBase64String,1444.ps1,2139.ps1,False
14,mlp,5.390625,4.6171875,-0.7734375,-14.347826086956522,6,FromBase64String,1444.ps1,2139.ps1,False
19,mlp,5.390625,4.9140625,-0.4765625,-8.840579710144928,6,FromBase64String,1444.ps1,2139.ps1,False
2,attn,5.390625,5.0,-0.390625,-7.246376811594203,6,FromBase64String,1444.ps1,2139.ps1,False
30,attn,5.390625,5.0859375,-0.3046875,-5.6521739130434785,6,FromBase64String,1444.ps1,2139.ps1,False
21,mlp,5.390625,5.1640625,-0.2265625,-4.202898550724638,6,FromBase64String,1444.ps1,2139.ps1,False
23,mlp,5.390625,5.2109375,-0.1796875,-3.3333333333333335,6,FromBase64String,1444.ps1,2139.ps1,False
21,attn,5.390625,5.21875,-0.171875,-3.1884057971014492,6,FromBase64String,1444.ps1,2139.ps1,False
26,mlp,5.390625,5.2890625,-0.1015625,-1.884057971014493,6,FromBase64String,1444.ps1,2139.ps1,False
23,attn,5.390625,5.40625,0.015625,0.2898550724637681,6,FromBase64String,1444.ps1,2139.ps1,False
30,mlp,5.390625,5.4375,0.046875,0.8695652173913043,6,FromBase64String,1444.ps1,2139.ps1,False
20,mlp,5.390625,5.546875,0.15625,2.898550724637681,6,FromBase64String,1444.ps1,2139.ps1,False
29,attn,5.390625,5.59375,0.203125,3.768115942028986,6,FromBase64String,1444.ps1,2139.ps1,False
22,mlp,5.390625,5.6796875,0.2890625,5.36231884057971,6,FromBase64String,1444.ps1,2139.ps1,False
17,mlp,5.390625,5.6875,0.296875,5.507246376811594,6,FromBase64String,1444.ps1,2139.ps1,False
18,attn,5.390625,5.828125,0.4375,8.115942028985506,6,FromBase64String,1444.ps1,2139.ps1,False
28,attn,5.390625,5.828125,0.4375,8.115942028985506,6,FromBase64String,1444.ps1,2139.ps1,False
1,attn,5.390625,5.875,0.484375,8.985507246376812,6,FromBase64String,1444.ps1,2139.ps1,False
25,mlp,5.390625,5.9453125,0.5546875,10.289855072463768,6,FromBase64String,1444.ps1,2139.ps1,False
28,mlp,5.390625,6.0546875,0.6640625,12.318840579710146,6,FromBase64String,1444.ps1,2139.ps1,False
26,attn,5.390625,6.1640625,0.7734375,14.347826086956522,6,FromBase64String,1444.ps1,2139.ps1,False
19,attn,5.390625,6.3125,0.921875,17.101449275362317,6,FromBase64String,1444.ps1,2139.ps1,False
22,attn,5.390625,6.5,1.109375,20.579710144927535,6,FromBase64String,1444.ps1,2139.ps1,False
27,mlp,5.390625,6.7578125,1.3671875,25.36231884057971,6,FromBase64String,1444.ps1,2139.ps1,False
31,mlp,5.390625,6.8125,1.421875,26.3768115942029,6,FromBase64String,1444.ps1,2139.ps1,False
20,attn,5.390625,6.8828125,1.4921875,27.681159420289852,6,FromBase64String,1444.ps1,2139.ps1,False
4,attn,5.390625,7.1640625,1.7734375,32.89855072463768,6,FromBase64String,1444.ps1,2139.ps1,False
25,attn,5.390625,7.75,2.359375,43.768115942028984,6,FromBase64String,1444.ps1,2139.ps1,False
18,mlp,5.390625,8.8515625,3.4609375,64.20289855072464,6,FromBase64String,1444.ps1,2139.ps1,False
0,mlp,3.3359375,-0.14306640625,-3.47900390625,-104.28864168618266,7,FromBase64String,2781.ps1,2792.ps1,True
8,mlp,3.3359375,0.5,-2.8359375,-85.01170960187353,7,FromBase64String,2781.ps1,2792.ps1,False
0,attn,3.3359375,0.64453125,-2.69140625,-80.6791569086651,7,FromBase64String,2781.ps1,2792.ps1,False
7,attn,3.3359375,0.703125,-2.6328125,-78.92271662763466,7,FromBase64String,2781.ps1,2792.ps1,False
1,mlp,3.3359375,0.75390625,-2.58203125,-77.40046838407494,7,FromBase64String,2781.ps1,2792.ps1,False
7,mlp,3.3359375,0.8828125,-2.453125,-73.53629976580797,7,FromBase64String,2781.ps1,2792.ps1,False
9,mlp,3.3359375,1.234375,-2.1015625,-62.997658079625296,7,FromBase64String,2781.ps1,2792.ps1,False
3,mlp,3.3359375,1.484375,-1.8515625,-55.503512880562056,7,FromBase64String,2781.ps1,2792.ps1,False
10,mlp,3.3359375,1.5078125,-1.828125,-54.80093676814989,7,FromBase64String,2781.ps1,2792.ps1,False
16,mlp,3.3359375,1.671875,-1.6640625,-49.88290398126464,7,FromBase64String,2781.ps1,2792.ps1,False
2,mlp,3.3359375,1.75,-1.5859375,-47.540983606557376,7,FromBase64String,2781.ps1,2792.ps1,False
11,attn,3.3359375,1.8515625,-1.484375,-44.49648711943794,7,FromBase64String,2781.ps1,2792.ps1,False
13,attn,3.3359375,1.8515625,-1.484375,-44.49648711943794,7,FromBase64String,2781.ps1,2792.ps1,False
24,attn,3.3359375,1.8671875,-1.46875,-44.02810304449648,7,FromBase64String,2781.ps1,2792.ps1,False
9,attn,3.3359375,2.046875,-1.2890625,-38.64168618266979,7,FromBase64String,2781.ps1,2792.ps1,False
15,attn,3.3359375,2.125,-1.2109375,-36.29976580796253,7,FromBase64String,2781.ps1,2792.ps1,False
5,mlp,3.3359375,2.203125,-1.1328125,-33.957845433255265,7,FromBase64String,2781.ps1,2792.ps1,False
24,mlp,3.3359375,2.3125,-1.0234375,-30.679156908665107,7,FromBase64String,2781.ps1,2792.ps1,False
15,mlp,3.3359375,2.359375,-0.9765625,-29.274004683840747,7,FromBase64String,2781.ps1,2792.ps1,False
6,mlp,3.3359375,2.46875,-0.8671875,-25.995316159250585,7,FromBase64String,2781.ps1,2792.ps1,False
17,attn,3.3359375,2.515625,-0.8203125,-24.59016393442623,7,FromBase64String,2781.ps1,2792.ps1,False
14,attn,3.3359375,2.5859375,-0.75,-22.482435597189696,7,FromBase64String,2781.ps1,2792.ps1,False
13,mlp,3.3359375,2.6015625,-0.734375,-22.01405152224824,7,FromBase64String,2781.ps1,2792.ps1,False
12,mlp,3.3359375,2.6015625,-0.734375,-22.01405152224824,7,FromBase64String,2781.ps1,2792.ps1,False
31,attn,3.3359375,2.6328125,-0.703125,-21.07728337236534,7,FromBase64String,2781.ps1,2792.ps1,False
12,attn,3.3359375,2.640625,-0.6953125,-20.843091334894616,7,FromBase64String,2781.ps1,2792.ps1,False
29,mlp,3.3359375,2.7265625,-0.609375,-18.26697892271663,7,FromBase64String,2781.ps1,2792.ps1,False
14,mlp,3.3359375,2.8125,-0.5234375,-15.690866510538642,7,FromBase64String,2781.ps1,2792.ps1,False
30,mlp,3.3359375,2.859375,-0.4765625,-14.285714285714285,7,FromBase64String,2781.ps1,2792.ps1,False
21,mlp,3.3359375,2.875,-0.4609375,-13.817330210772832,7,FromBase64String,2781.ps1,2792.ps1,False
27,attn,3.3359375,2.9296875,-0.40625,-12.177985948477751,7,FromBase64String,2781.ps1,2792.ps1,False
8,attn,3.3359375,3.015625,-0.3203125,-9.601873536299765,7,FromBase64String,2781.ps1,2792.ps1,False
30,attn,3.3359375,3.1484375,-0.1875,-5.620608899297424,7,FromBase64String,2781.ps1,2792.ps1,False
11,mlp,3.3359375,3.2109375,-0.125,-3.747072599531616,7,FromBase64String,2781.ps1,2792.ps1,False
26,mlp,3.3359375,3.21875,-0.1171875,-3.51288056206089,7,FromBase64String,2781.ps1,2792.ps1,False
17,mlp,3.3359375,3.2265625,-0.109375,-3.278688524590164,7,FromBase64String,2781.ps1,2792.ps1,False
21,attn,3.3359375,3.2265625,-0.109375,-3.278688524590164,7,FromBase64String,2781.ps1,2792.ps1,False
23,mlp,3.3359375,3.2578125,-0.078125,-2.3419203747072603,7,FromBase64String,2781.ps1,2792.ps1,False
22,mlp,3.3359375,3.265625,-0.0703125,-2.107728337236534,7,FromBase64String,2781.ps1,2792.ps1,False
23,attn,3.3359375,3.3671875,0.03125,0.936768149882904,7,FromBase64String,2781.ps1,2792.ps1,False
19,mlp,3.3359375,3.3828125,0.046875,1.405152224824356,7,FromBase64String,2781.ps1,2792.ps1,False
29,attn,3.3359375,3.453125,0.1171875,3.51288056206089,7,FromBase64String,2781.ps1,2792.ps1,False
3,attn,3.3359375,3.453125,0.1171875,3.51288056206089,7,FromBase64String,2781.ps1,2792.ps1,False
20,mlp,3.3359375,3.6015625,0.265625,7.962529274004685,7,FromBase64String,2781.ps1,2792.ps1,False
4,mlp,3.3359375,3.6015625,0.265625,7.962529274004685,7,FromBase64String,2781.ps1,2792.ps1,False
16,attn,3.3359375,3.609375,0.2734375,8.19672131147541,7,FromBase64String,2781.ps1,2792.ps1,False
19,attn,3.3359375,3.6328125,0.296875,8.899297423887589,7,FromBase64String,2781.ps1,2792.ps1,False
28,attn,3.3359375,3.6640625,0.328125,9.836065573770492,7,FromBase64String,2781.ps1,2792.ps1,False
25,mlp,3.3359375,3.6953125,0.359375,10.772833723653395,7,FromBase64String,2781.ps1,2792.ps1,False
10,attn,3.3359375,3.7265625,0.390625,11.7096018735363,7,FromBase64String,2781.ps1,2792.ps1,False
18,attn,3.3359375,3.9453125,0.609375,18.26697892271663,7,FromBase64String,2781.ps1,2792.ps1,False
20,attn,3.3359375,4.0,0.6640625,19.906323185011708,7,FromBase64String,2781.ps1,2792.ps1,False
26,attn,3.3359375,4.03125,0.6953125,20.843091334894616,7,FromBase64String,2781.ps1,2792.ps1,False
22,attn,3.3359375,4.1015625,0.765625,22.950819672131146,7,FromBase64String,2781.ps1,2792.ps1,False
28,mlp,3.3359375,4.125,0.7890625,23.653395784543328,7,FromBase64String,2781.ps1,2792.ps1,False
5,attn,3.3359375,4.1796875,0.84375,25.292740046838407,7,FromBase64String,2781.ps1,2792.ps1,False
4,attn,3.3359375,4.2734375,0.9375,28.10304449648712,7,FromBase64String,2781.ps1,2792.ps1,False
31,mlp,3.3359375,4.4765625,1.140625,34.19203747072599,7,FromBase64String,2781.ps1,2792.ps1,False
27,mlp,3.3359375,4.484375,1.1484375,34.42622950819672,7,FromBase64String,2781.ps1,2792.ps1,False
18,mlp,3.3359375,5.0625,1.7265625,51.75644028103045,7,FromBase64String,2781.ps1,2792.ps1,False
25,attn,3.3359375,5.203125,1.8671875,55.97189695550351,7,FromBase64String,2781.ps1,2792.ps1,False
2,attn,3.3359375,5.640625,2.3046875,69.08665105386417,7,FromBase64String,2781.ps1,2792.ps1,False
6,attn,3.3359375,5.671875,2.3359375,70.02341920374707,7,FromBase64String,2781.ps1,2792.ps1,False
1,attn,3.3359375,5.96875,2.6328125,78.92271662763466,7,FromBase64String,2781.ps1,2792.ps1,False
0,mlp,3.3359375,-0.14306640625,-3.47900390625,-104.28864168618266,8,FromBase64String,4207.ps1,3988.ps1,True
8,mlp,3.3359375,0.5,-2.8359375,-85.01170960187353,8,FromBase64String,4207.ps1,3988.ps1,False
0,attn,3.3359375,0.64453125,-2.69140625,-80.6791569086651,8,FromBase64String,4207.ps1,3988.ps1,False
7,attn,3.3359375,0.703125,-2.6328125,-78.92271662763466,8,FromBase64String,4207.ps1,3988.ps1,False
1,mlp,3.3359375,0.75390625,-2.58203125,-77.40046838407494,8,FromBase64String,4207.ps1,3988.ps1,False
7,mlp,3.3359375,0.8828125,-2.453125,-73.53629976580797,8,FromBase64String,4207.ps1,3988.ps1,False
9,mlp,3.3359375,1.234375,-2.1015625,-62.997658079625296,8,FromBase64String,4207.ps1,3988.ps1,False
3,mlp,3.3359375,1.484375,-1.8515625,-55.503512880562056,8,FromBase64String,4207.ps1,3988.ps1,False
10,mlp,3.3359375,1.5078125,-1.828125,-54.80093676814989,8,FromBase64String,4207.ps1,3988.ps1,False
16,mlp,3.3359375,1.671875,-1.6640625,-49.88290398126464,8,FromBase64String,4207.ps1,3988.ps1,False
2,mlp,3.3359375,1.75,-1.5859375,-47.540983606557376,8,FromBase64String,4207.ps1,3988.ps1,False
11,attn,3.3359375,1.8515625,-1.484375,-44.49648711943794,8,FromBase64String,4207.ps1,3988.ps1,False
13,attn,3.3359375,1.8515625,-1.484375,-44.49648711943794,8,FromBase64String,4207.ps1,3988.ps1,False
24,attn,3.3359375,1.8671875,-1.46875,-44.02810304449648,8,FromBase64String,4207.ps1,3988.ps1,False
9,attn,3.3359375,2.046875,-1.2890625,-38.64168618266979,8,FromBase64String,4207.ps1,3988.ps1,False
15,attn,3.3359375,2.125,-1.2109375,-36.29976580796253,8,FromBase64String,4207.ps1,3988.ps1,False
5,mlp,3.3359375,2.203125,-1.1328125,-33.957845433255265,8,FromBase64String,4207.ps1,3988.ps1,False
24,mlp,3.3359375,2.3125,-1.0234375,-30.679156908665107,8,FromBase64String,4207.ps1,3988.ps1,False
15,mlp,3.3359375,2.359375,-0.9765625,-29.274004683840747,8,FromBase64String,4207.ps1,3988.ps1,False
6,mlp,3.3359375,2.46875,-0.8671875,-25.995316159250585,8,FromBase64String,4207.ps1,3988.ps1,False
17,attn,3.3359375,2.515625,-0.8203125,-24.59016393442623,8,FromBase64String,4207.ps1,3988.ps1,False
14,attn,3.3359375,2.5859375,-0.75,-22.482435597189696,8,FromBase64String,4207.ps1,3988.ps1,False
13,mlp,3.3359375,2.6015625,-0.734375,-22.01405152224824,8,FromBase64String,4207.ps1,3988.ps1,False
12,mlp,3.3359375,2.6015625,-0.734375,-22.01405152224824,8,FromBase64String,4207.ps1,3988.ps1,False
31,attn,3.3359375,2.6328125,-0.703125,-21.07728337236534,8,FromBase64String,4207.ps1,3988.ps1,False
12,attn,3.3359375,2.640625,-0.6953125,-20.843091334894616,8,FromBase64String,4207.ps1,3988.ps1,False
29,mlp,3.3359375,2.7265625,-0.609375,-18.26697892271663,8,FromBase64String,4207.ps1,3988.ps1,False
14,mlp,3.3359375,2.8125,-0.5234375,-15.690866510538642,8,FromBase64String,4207.ps1,3988.ps1,False
30,mlp,3.3359375,2.859375,-0.4765625,-14.285714285714285,8,FromBase64String,4207.ps1,3988.ps1,False
21,mlp,3.3359375,2.875,-0.4609375,-13.817330210772832,8,FromBase64String,4207.ps1,3988.ps1,False
27,attn,3.3359375,2.9296875,-0.40625,-12.177985948477751,8,FromBase64String,4207.ps1,3988.ps1,False
8,attn,3.3359375,3.015625,-0.3203125,-9.601873536299765,8,FromBase64String,4207.ps1,3988.ps1,False
30,attn,3.3359375,3.1484375,-0.1875,-5.620608899297424,8,FromBase64String,4207.ps1,3988.ps1,False
11,mlp,3.3359375,3.2109375,-0.125,-3.747072599531616,8,FromBase64String,4207.ps1,3988.ps1,False
26,mlp,3.3359375,3.21875,-0.1171875,-3.51288056206089,8,FromBase64String,4207.ps1,3988.ps1,False
17,mlp,3.3359375,3.2265625,-0.109375,-3.278688524590164,8,FromBase64String,4207.ps1,3988.ps1,False
21,attn,3.3359375,3.2265625,-0.109375,-3.278688524590164,8,FromBase64String,4207.ps1,3988.ps1,False
23,mlp,3.3359375,3.2578125,-0.078125,-2.3419203747072603,8,FromBase64String,4207.ps1,3988.ps1,False
22,mlp,3.3359375,3.265625,-0.0703125,-2.107728337236534,8,FromBase64String,4207.ps1,3988.ps1,False
23,attn,3.3359375,3.3671875,0.03125,0.936768149882904,8,FromBase64String,4207.ps1,3988.ps1,False
