pair_idx,pair_indicator,benign_filename,malicious_filename,delta_norm
61,Invoke-Expression,1767.ps1,2019.ps1,2.75390625
62,Invoke-Expression,583.ps1,2019.ps1,2.4296875
65,Invoke-Expression,489.ps1,2019.ps1,2.423828125
