layer,head,pair_count,mean_benign_projection,mean_malicious_projection,mean_delta_projection,max_delta_projection,min_delta_projection,positive_delta_frac
12,2,3,-0.0189056396484375,0.0494384765625,0.0683441162109375,0.076568603515625,0.062225341796875,1.0
12,24,3,-0.07554117838541667,-0.0174560546875,0.058085123697916664,0.0777587890625,0.04541015625,1.0
12,15,3,-0.013506571451822916,0.0413818359375,0.054888407389322914,0.060638427734375,0.05046844482421875,1.0
12,26,3,0.011240641276041666,0.0625,0.051259358723958336,0.0542144775390625,0.049591064453125,1.0
8,7,3,-0.0038019816080729165,0.043182373046875,0.046984354654947914,0.0612945556640625,0.03952789306640625,1.0
